,,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先)
堺化学工業,T4078,,,41.02,,,,,,,,,,,,42.75,,,,,,,,,,,,41.81,,,,,,,,,,,,52.92,,,,,,,,,,,,59.97,,,,,,,,,,,,72.03,,,,,,,,,,,,49.5,,,,,,,,,,,,48.43,,,,,,,,,,,,47.11,,,,,,,,,,,,51.5,,,,,,,,,,,,51.27,,,,,,,,,,,,57.7,,,,,,,,,
田中化学研究所,T4080,,,586.72,,,,,,,,,,,,77.97,,,,,,,,,,,,95.26,,,,,,,,,,,,77.47,,,,,,,,,,,,101.54,,,,,,,,,,,,168.53,,,,,,,,,,,,586.72,,,,,,,,,,,,77.97,,,,,,,,,,,,95.26,,,,,,,,,,,,77.47,,,,,,,,,,,,101.54,,,,,,,,,,,,168.53,,,,,,,,,
第一稀元素化学工業,T4082,,,32.82,,,,,,,,,,,,33.8,,,,,,,,,,,,39.87,,,,,,,,,,,,64.95,,,,,,,,,,,,71.97,,,,,,,,,,,,81.07,,,,,,,,,,,,38.85,,,,,,,,,,,,39.73,,,,,,,,,,,,44.03,,,,,,,,,,,,68,,,,,,,,,,,,74.74,,,,,,,,,,,,84.32,,,,,,,,,
エア・ウォーター,T4088,,,98.99,,,,,,,,,,,,115.34,,,,,,,,,,,,123.97,,,,,,,,,,,,149.21,,,,,,,,,,,,131.13,,,,,,,,,,,,133.11,,,,,,,,,,,,136.18,,,,,,,,,,,,136.09,,,,,,,,,,,,143.35,,,,,,,,,,,,176.56,,,,,,,,,,,,165.03,,,,,,,,,,,,154.96,,,,,,,,,
日本酸素ホールディングス,T4091,,,90.34,,,,,,,,,,,,98.19,,,,,,,,,,,,92.3,,,,,,,,,,,,333.67,,,,,,,,,,,,324.38,,,,,,,,,,,,271.6,,,,,,,,,,,,138.13,,,,,,,,,,,,155.7,,,,,,,,,,,,134.29,,,,,,,,,,,,328.37,,,,,,,,,,,,320.28,,,,,,,,,,,,251.85,,,,,,,,,
日本化学工業,T4092,,,108.67,,,,,,,,,,,,87.77,,,,,,,,,,,,86.72,,,,,,,,,,,,92.39,,,,,,,,,,,,89.72,,,,,,,,,,,,85.6,,,,,,,,,,,,101.61,,,,,,,,,,,,81.19,,,,,,,,,,,,79.74,,,,,,,,,,,,84.51,,,,,,,,,,,,84.38,,,,,,,,,,,,79.64,,,,,,,,,
東邦アセチレン,T4093,,,159.54,,,,,,,,,,,,145.98,,,,,,,,,,,,133.89,,,,,,,,,,,,133.62,,,,,,,,,,,,113,,,,,,,,,,,,112.75,,,,,,,,,,,,132.17,,,,,,,,,,,,134.49,,,,,,,,,,,,121.55,,,,,,,,,,,,111.19,,,,,,,,,,,,87.93,,,,,,,,,,,,82.7,,,,,,,,,
日本化学産業,T4094,,,17.04,,,,,,,,,,,,19.71,,,,,,,,,,,,19.13,,,,,,,,,,,,17.75,,,,,,,,,,,,14.59,,,,,,,,,,,,16.77,,,,,,,,,,,,18.07,,,,,,,,,,,,20.3,,,,,,,,,,,,19.62,,,,,,,,,,,,18.15,,,,,,,,,,,,14.86,,,,,,,,,,,,17.2,,,,,,,,,
日本パーカライジング,T4095,,,37.52,,,,,,,,,,,,39.3,,,,,,,,,,,,40.23,,,,,,,,,,,,39.73,,,,,,,,,,,,38.96,,,,,,,,,,,,37.65,,,,,,,,,,,,44.2,,,,,,,,,,,,41.17,,,,,,,,,,,,41.01,,,,,,,,,,,,37.06,,,,,,,,,,,,31.99,,,,,,,,,,,,28.74,,,,,,,,,
高圧ガス工業,T4097,,,52.55,,,,,,,,,,,,50.6,,,,,,,,,,,,51.07,,,,,,,,,,,,54.22,,,,,,,,,,,,48.69,,,,,,,,,,,,45.86,,,,,,,,,,,,59.85,,,,,,,,,,,,56.16,,,,,,,,,,,,54.16,,,,,,,,,,,,55.39,,,,,,,,,,,,49.43,,,,,,,,,,,,46.17,,,,,,,,,
チタン工業,T4098,,,108.01,,,,,,,,,,,,96.45,,,,,,,,,,,,96.96,,,,,,,,,,,,127.29,,,,,,,,,,,,90.06,,,,,,,,,,,,148.74,,,,,,,,,,,,108.01,,,,,,,,,,,,96.45,,,,,,,,,,,,96.96,,,,,,,,,,,,127.29,,,,,,,,,,,,99.64,,,,,,,,,,,,152.81,,,,,,,,,
四国化成ホールディングス,T4099,,,42.85,,,,,,,,,,,,37.61,,,,,,,,,,,,37.21,,,,,,,,,,,,34.83,,,,,,,,,,,,45.07,,,,,,,,,,,,44.37,,,,,,,,,,,,41.77,,,,,,,,,,,,36.05,,,,,,,,,,,,33.28,,,,,,,,,,,,31.36,,,,,,,,,,,,41.29,,,,,,,,,,,,40.65,,,,,,,,,
戸田工業,T4100,,,125.69,,,,,,,,,,,,162.21,,,,,,,,,,,,151.79,,,,,,,,,,,,172.13,,,,,,,,,,,,249.15,,,,,,,,,,,,370.39,,,,,,,,,,,,138.35,,,,,,,,,,,,166.48,,,,,,,,,,,,154.3,,,,,,,,,,,,171.48,,,,,,,,,,,,271.71,,,,,,,,,,,,398.33,,,,,,,,,
丸尾カルシウム,T4102,,,95.87,,,,,,,,,,,,83.97,,,,,,,,,,,,74.74,,,,,,,,,,,,73.67,,,,,,,,,,,,79.47,,,,,,,,,,,,74.95,,,,,,,,,,,,91.74,,,,,,,,,,,,81.66,,,,,,,,,,,,73.84,,,,,,,,,,,,71.31,,,,,,,,,,,,76.53,,,,,,,,,,,,72.37,,,,,,,,,
伊勢化学工業,T4107,,,,,,,,,,,,18.3,,,,,,,,,,,,17.23,,,,,,,,,,,,20.6,,,,,,,,,,,,21.08,,,,,,,,,,,,19.7,,,,,,,,,,,,21.85,,,,,,,,,,,,18.7,,,,,,,,,,,,18,,,,,,,,,,,,21.74,,,,,,,,,,,,22.81,,,,,,,,,,,,20.98,,,,,,,,,,,,23.16
ステラ　ケミファ,T4109,,,94.98,,,,,,,,,,,,93.04,,,,,,,,,,,,57.16,,,,,,,,,,,,60.3,,,,,,,,,,,,46.53,,,,,,,,,,,,36.61,,,,,,,,,,,,82.13,,,,,,,,,,,,80.36,,,,,,,,,,,,60.47,,,,,,,,,,,,65.61,,,,,,,,,,,,54.32,,,,,,,,,,,,44.66,,,,,,,,,
保土谷化学工業,T4112,,,57.8,,,,,,,,,,,,50.07,,,,,,,,,,,,43.43,,,,,,,,,,,,47.55,,,,,,,,,,,,41.96,,,,,,,,,,,,40.6,,,,,,,,,,,,69.42,,,,,,,,,,,,61.55,,,,,,,,,,,,56.71,,,,,,,,,,,,59.69,,,,,,,,,,,,52.63,,,,,,,,,,,,49.01,,,,,,,,,
田岡化学工業,T4113,,,138.11,,,,,,,,,,,,109.99,,,,,,,,,,,,114.76,,,,,,,,,,,,100.39,,,,,,,,,,,,88.87,,,,,,,,,,,,84.24,,,,,,,,,,,,146.25,,,,,,,,,,,,113.11,,,,,,,,,,,,115.31,,,,,,,,,,,,100.09,,,,,,,,,,,,88.66,,,,,,,,,,,,83.48,,,,,,,,,
日本触媒,T4114,,,34.83,,,,,,,,,,,,39.36,,,,,,,,,,,,39.34,,,,,,,,,,,,33.76,,,,,,,,,,,,32.6,,,,,,,,,,,,32.7,,,,,,,,,,,,45.01,,,,,,,,,,,,48.96,,,,,,,,,,,,53.1,,,,,,,,,,,,47.19,,,,,,,,,,,,46.77,,,,,,,,,,,,46.6,,,,,,,,,
大日精化工業,T4116,,,155.78,,,,,,,,,,,,147.46,,,,,,,,,,,,141.69,,,,,,,,,,,,131.6,,,,,,,,,,,,130.32,,,,,,,,,,,,131.35,,,,,,,,,,,,132.92,,,,,,,,,,,,115.58,,,,,,,,,,,,109.45,,,,,,,,,,,,100.58,,,,,,,,,,,,97.68,,,,,,,,,,,,92.3,,,,,,,,,
カネカ,T4118,,,83.58,,,,,,,,,,,,77.18,,,,,,,,,,,,80.44,,,,,,,,,,,,78.94,,,,,,,,,,,,85.97,,,,,,,,,,,,85.35,,,,,,,,,,,,91.9,,,,,,,,,,,,88.92,,,,,,,,,,,,89.88,,,,,,,,,,,,88.68,,,,,,,,,,,,90.25,,,,,,,,,,,,80.2,,,,,,,,,
日本ピグメントホールディングス,T4119,,,111.66,,,,,,,,,,,,105.99,,,,,,,,,,,,110.71,,,,,,,,,,,,125.75,,,,,,,,,,,,116.36,,,,,,,,,,,,133.42,,,,,,,,,,,,131.13,,,,,,,,,,,,127.17,,,,,,,,,,,,126.79,,,,,,,,,,,,139.37,,,,,,,,,,,,126.25,,,,,,,,,,,,143.52,,,,,,,,,
スガイ化学工業,T4120,,,95.13,,,,,,,,,,,,85.15,,,,,,,,,,,,74.47,,,,,,,,,,,,67.7,,,,,,,,,,,,74.56,,,,,,,,,,,,93.07,,,,,,,,,,,,95.13,,,,,,,,,,,,85.15,,,,,,,,,,,,74.47,,,,,,,,,,,,67.7,,,,,,,,,,,,74.56,,,,,,,,,,,,93.07,,,,,,,,,
大阪油化工業,T4124,,,,,,,,,33.46,,,,,,,,,,,,22.83,,,,,,,,,,,,9.58,,,,,,,,,,,,8.63,,,,,,,,,,,,13.74,,,,,,,,,,,,13.19,,,,,,,,,,,,33.46,,,,,,,,,,,,22.83,,,,,,,,,,,,9.58,,,,,,,,,,,,8.63,,,,,,,,,,,,15.03,,,,,,,,,,,,16.12,,,
三和油化工業,T4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.07,,,,,,,,,,,,203.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.54,,,,,,,,,,,,204.1,,,,,,,,,
三菱瓦斯化学,T4182,,,80.58,,,,,,,,,,,,69.5,,,,,,,,,,,,65.62,,,,,,,,,,,,57.08,,,,,,,,,,,,46.32,,,,,,,,,,,,53.24,,,,,,,,,,,,83.95,,,,,,,,,,,,62.35,,,,,,,,,,,,57.03,,,,,,,,,,,,49.86,,,,,,,,,,,,45.4,,,,,,,,,,,,48.63,,,,,,,,,
三井化学,T4183,,,237.53,,,,,,,,,,,,208.86,,,,,,,,,,,,200.09,,,,,,,,,,,,197.36,,,,,,,,,,,,208.43,,,,,,,,,,,,181.56,,,,,,,,,,,,213.55,,,,,,,,,,,,180.32,,,,,,,,,,,,164.99,,,,,,,,,,,,157.51,,,,,,,,,,,,173.99,,,,,,,,,,,,144.09,,,,,,,,,
東京応化工業,T4186,,,11.71,,,,,,,,,,,,12,,,,,,,,,13.86,,,,,,,,,,,,21.2,,,,,,,,,,,,20.46,,,,,,,,,,,,22.57,,,,,,,,,,,,27.21,,,14.07,,,,,,,,,,,,14.61,,,,,,,,,17.13,,,,,,,,,,,,22.27,,,,,,,,,,,,24.05,,,,,,,,,,,,27.18,,,,,,,,,,,,33.42
大阪有機化学工業,T4187,,,,,,,,,,,30.34,,,,,,,,,,,,29.94,,,,,,,,,,,,27.9,,,,,,,,,,,,32.28,,,,,,,,,,,,27.13,,,,,,,,,,,,23.96,,,,,,,,,,,,33.16,,,,,,,,,,,,33.19,,,,,,,,,,,,31.42,,,,,,,,,,,,35.06,,,,,,,,,,,,29.72,,,,,,,,,,,,27.8,
三菱ケミカルグループ,T4188,,,278.14,,,,,,,,,,,,330.98,,,,,,,,,,,,288.35,,,,,,,,,,,,269.33,,,,,,,,,,,,368.8,,,,,,,,,,,,411.91,,,,,,,,,,,,270.28,,,,,,,,,,,,253.38,,,,,,,,,,,,216.37,,,,,,,,,,,,257.39,,,,,,,,,,,,314.58,,,,,,,,,,,,300.57,,,,,,,,,
ＫＨネオケム,T4189,,,,,,,,,,,,249.03,,,,,,,,,,,,200.21,,,,,,,,,,,,165.6,,,,,,,,,,,,153.13,,,,,,,,,,,,122.15,,,,,,,,,,,,125.73,,,,,,,,,,,,241.01,,,,,,,,,,,,195.71,,,,,,,,,,,,155.22,,,,,,,,,,,,142.97,,,,,,,,,,,,114.39,,,,,,,,,,,,117.56
ダイセル,T4202,,,50.56,,,,,,,,,,,,51.88,,,,,,,,,,,,60.35,,,,,,,,,,,,62.09,,,,,,,,,,,,58.82,,,,,,,,,,,,125.64,,,,,,,,,,,,56.74,,,,,,,,,,,,54.18,,,,,,,,,,,,58.91,,,,,,,,,,,,58.83,,,,,,,,,,,,56.66,,,,,,,,,,,,166.23,,,,,,,,,
住友ベークライト,T4203,,,61.66,,,,,,,,,,,,55.39,,,,,,,,,,,,55.75,,,,,,,,,,,,58.01,,,,,,,,,,,,59.79,,,,,,,,,,,,92.41,,,,,,,,,,,,64.34,,,,,,,,,,,,63.37,,,,,,,,,,,,60.54,,,,,,,,,,,,58.31,,,,,,,,,,,,58.81,,,,,,,,,,,,71.74,,,,,,,,,
積水化学工業,T4204,,,82.61,,,,,,,,,,,,81.47,,,,,,,,,,,,90.41,,,,,,,,,,,,93.34,,,,,,,,,,,,115.66,,,,,,,,,,,,109.09,,,,,,,,,,,,74.92,,,,,,,,,,,,67.92,,,,,,,,,,,,64.89,,,,,,,,,,,,64.4,,,,,,,,,,,,77.4,,,,,,,,,,,,68.32,,,,,,,,,
日本ゼオン,T4205,,,81.39,,,,,,,,,,,,76.64,,,,,,,,,,,,84.69,,,,,,,,,,,,81.81,,,,,,,,,,,,68.31,,,,,,,,,,,,65.62,,,,,,,,,,,,80.26,,,,,,,,,,,,69.44,,,,,,,,,,,,70.22,,,,,,,,,,,,64.72,,,,,,,,,,,,56.28,,,,,,,,,,,,51,,,,,,,,,
アイカ工業,T4206,,,27.21,,,,,,,,,,,,27.63,,,,,,,,,,,,28.83,,,,,,,,,,,,27.03,,,,,,,,,,,,25.54,,,,,,,,,,,,23.01,,,,,,,,,,,,37.9,,,,,,,,,,,,39.12,,,,,,,,,,,,46.45,,,,,,,,,,,,43.42,,,,,,,,,,,,46.25,,,,,,,,,,,,42.19,,,,,,,,,
ＵＢＥ,T4208,,,195.02,,,,,,,,,,,,180.33,,,,,,,,,,,,174.06,,,,,,,,,,,,166.17,,,,,,,,,,,,162.69,,,,,,,,,,,,169.96,,,,,,,,,,,,146.37,,,,,,,,,,,,139.21,,,,,,,,,,,,128.61,,,,,,,,,,,,117.06,,,,,,,,,,,,112.16,,,,,,,,,,,,108.37,,,,,,,,,
積水樹脂,T4212,,,36.69,,,,,,,,,,,,37.48,,,,,,,,,,,,36.65,,,,,,,,,,,,36.79,,,,,,,,,,,,36.11,,,,,,,,,,,,36.99,,,,,,,,,,,,34.75,,,,,,,,,,,,34,,,,,,,,,,,,31.53,,,,,,,,,,,,30.04,,,,,,,,,,,,28.08,,,,,,,,,,,,27.83,,,,,,,,,
旭有機材,T4216,,,30.09,,,,,,,,,,,,31.05,,,,,,,,,,,,36.9,,,,,,,,,,,,31.98,,,,,,,,,,,,38.2,,,,,,,,,,,,35.81,,,,,,,,,,,,39.77,,,,,,,,,,,,41.75,,,,,,,,,,,,51.98,,,,,,,,,,,,45.28,,,,,,,,,,,,49.11,,,,,,,,,,,,44.19,,,,,,,,,
ニチバン,T4218,,,94.17,,,,,,,,,,,,87.41,,,,,,,,,,,,86.08,,,,,,,,,,,,68.27,,,,,,,,,,,,62.37,,,,,,,,,,,,62.43,,,,,,,,,,,,87.95,,,,,,,,,,,,82.41,,,,,,,,,,,,82.35,,,,,,,,,,,,65.37,,,,,,,,,,,,60.54,,,,,,,,,,,,60.76,,,,,,,,,
リケンテクノス,T4220,,,54.02,,,,,,,,,,,,50.42,,,,,,,,,,,,43.16,,,,,,,,,,,,40.09,,,,,,,,,,,,36.22,,,,,,,,,,,,36.56,,,,,,,,,,,,93.26,,,,,,,,,,,,93.27,,,,,,,,,,,,78.46,,,,,,,,,,,,79.13,,,,,,,,,,,,68.96,,,,,,,,,,,,63.51,,,,,,,,,
大倉工業,T4221,,,,,,,,,,,,131.14,,,,,,,,,,,,127.11,,,,,,,,,,,,116.79,,,,,,,,,,,,106.25,,,,,,,,,,,,96.3,,,,,,,,,,,,92.13,,,,,,,,,,,,103.99,,,,,,,,,,,,98.98,,,,,,,,,,,,93.05,,,,,,,,,,,,79.78,,,,,,,,,,,,68.38,,,,,,,,,,,,63.51
児玉化学工業,T4222,,,2028.27,,,,,,,,,,,,859.15,,,,,,,,,,,,975.35,,,,,,,,,,,,14204.23,,,,,,,,,,,,-,,,,,,,,,,,,250.23,,,,,,,,,,,,-,,,,,,,,,,,,2394.11,,,,,,,,,,,,1694,,,,,,,,,,,,4050.15,,,,,,,,,,,,-,,,,,,,,,,,,288.28,,,,,,,,,
ロンシール工業,T4224,,,71.78,,,,,,,,,,,,57.62,,,,,,,,,,,,49.51,,,,,,,,,,,,40.54,,,,,,,,,,,,44.59,,,,,,,,,,,,39.44,,,,,,,,,,,,70.94,,,,,,,,,,,,57.45,,,,,,,,,,,,49.35,,,,,,,,,,,,40.61,,,,,,,,,,,,44.32,,,,,,,,,,,,38.89,,,,,,,,,
積水化成品工業,T4228,,,93.63,,,,,,,,,,,,89.76,,,,,,,,,,,,95.88,,,,,,,,,,,,110.91,,,,,,,,,,,,108.21,,,,,,,,,,,,102.87,,,,,,,,,,,,96.53,,,,,,,,,,,,96.16,,,,,,,,,,,,99.37,,,,,,,,,,,,132.73,,,,,,,,,,,,124.66,,,,,,,,,,,,125.48,,,,,,,,,
群栄化学工業,T4229,,,25.1,,,,,,,,,,,,25.96,,,,,,,,,,,,24.26,,,,,,,,,,,,21.92,,,,,,,,,,,,20.34,,,,,,,,,,,,18.64,,,,,,,,,,,,26.4,,,,,,,,,,,,27.46,,,,,,,,,,,,25.26,,,,,,,,,,,,23.09,,,,,,,,,,,,21.29,,,,,,,,,,,,19.51,,,,,,,,,
タイガースポリマー,T4231,,,37.73,,,,,,,,,,,,37.46,,,,,,,,,,,,34.59,,,,,,,,,,,,34.44,,,,,,,,,,,,35.33,,,,,,,,,,,,35.65,,,,,,,,,,,,41.49,,,,,,,,,,,,43.76,,,,,,,,,,,,40.56,,,,,,,,,,,,40.3,,,,,,,,,,,,39.24,,,,,,,,,,,,40.79,,,,,,,,,
サンエー化研,T4234,,,78.01,,,,,,,,,,,,79.81,,,,,,,,,,,,73.15,,,,,,,,,,,,66.37,,,,,,,,,,,,77.72,,,,,,,,,,,,72,,,,,,,,,,,,84.59,,,,,,,,,,,,86.41,,,,,,,,,,,,80.24,,,,,,,,,,,,74.87,,,,,,,,,,,,83.07,,,,,,,,,,,,86,,,,,,,,,
ウルトラファブリックス・ホール,T4235,,,63.82,,,,,,,,,,,,258.65,,,,,,,,,199.82,,,,,,,,,,,,199.58,,,,,,,,,,,,182.37,,,,,,,,,,,,150.57,,,,,,,,,,,,124.13,,,61.21,,,,,,,,,,,,191.78,,,,,,,,,192.54,,,,,,,,,,,,177.53,,,,,,,,,,,,178.72,,,,,,,,,,,,188.21,,,,,,,,,,,,159.81
フジプレアム,T4237,,,98.54,,,,,,,,,,,,105.53,,,,,,,,,,,,75.38,,,,,,,,,,,,72.29,,,,,,,,,,,,72.47,,,,,,,,,,,,74.31,,,,,,,,,,,,97.9,,,,,,,,,,,,100.33,,,,,,,,,,,,69.6,,,,,,,,,,,,66.6,,,,,,,,,,,,66.65,,,,,,,,,,,,69.28,,,,,,,,,
ミライアル,T4238,12.74,,,,,,,,,,,,26.52,,,,,,,,,,,,27.12,,,,,,,,,,,,27.86,,,,,,,,,,,,20,,,,,,,,,,,,18.7,,,,,,,,,,,,15.93,,,,,,,,,,,,29.36,,,,,,,,,,,,28.26,,,,,,,,,,,,26.93,,,,,,,,,,,,21.18,,,,,,,,,,,,19.16,,,,,,,,,,,
クラスターテクノロジー,T4240,,,11.63,,,,,,,,,,,,9.46,,,,,,,,,,,,9.87,,,,,,,,,,,,9.94,,,,,,,,,,,,9.56,,,,,,,,,,,,11.52,,,,,,,,,,,,11.63,,,,,,,,,,,,9.46,,,,,,,,,,,,9.87,,,,,,,,,,,,9.94,,,,,,,,,,,,9.56,,,,,,,,,,,,11.52,,,,,,,,,
アテクト,T4241,,,136.73,,,,,,,,,,,,245.33,,,,,,,,,,,,251.64,,,,,,,,,,,,206.4,,,,,,,,,,,,202.19,,,,,,,,,,,,225.47,,,,,,,,,,,,167.1,,,,,,,,,,,,284.64,,,,,,,,,,,,286.73,,,,,,,,,,,,227.59,,,,,,,,,,,,230.5,,,,,,,,,,,,235.62,,,,,,,,,
タカギセイコー,T4242,,,709.27,,,,,,,,,,,,564.27,,,,,,,,,,,,469.49,,,,,,,,,,,,406.84,,,,,,,,,,,,319.73,,,,,,,,,,,,341.96,,,,,,,,,,,,823.08,,,,,,,,,,,,622.43,,,,,,,,,,,,482.05,,,,,,,,,,,,412.36,,,,,,,,,,,,324.26,,,,,,,,,,,,316.54,,,,,,,,,
ニックス,T4243,,,,,,,,,67.59,,,,,,,,,,,,67.58,,,,,,,,,,,,59.04,,,,,,,,,,,,51.48,,,,,,,,,,,,48.84,,,,,,,,,,,,58.04,,,,,,,,,,,,65.86,,,,,,,,,,,,65.84,,,,,,,,,,,,57.18,,,,,,,,,,,,49.08,,,,,,,,,,,,47.26,,,,,,,,,,,,54.88,,,
ダイキアクシス,T4245,,,,,,,,,,,,214.19,,,,,,,,,,,,183.24,,,,,,,,,,,,253.63,,,,,,,,,,,,254.69,,,,,,,,,,,,231.85,,,,,,,,,,,,194.65,,,,,,,,,,,,223.53,,,,,,,,,,,,216.9,,,,,,,,,,,,302.49,,,,,,,,,,,,289.4,,,,,,,,,,,,264.01,,,,,,,,,,,,264.93
ダイキョーニシカワ,T4246,,,110.09,,,,,,,,,,,,98.67,,,,,,,,,,,,100.09,,,,,,,,,,,,94.86,,,,,,,,,,,,85.42,,,,,,,,,,,,81.72,,,,,,,,,,,,132.06,,,,,,,,,,,,115.91,,,,,,,,,,,,103.2,,,,,,,,,,,,93.09,,,,,,,,,,,,90.87,,,,,,,,,,,,102.69,,,,,,,,,
ポバール興業,T4247,,,16.5,,,,,,,,,,,,18.32,,,,,,,,,,,,20.31,,,,,,,,,,,,19.72,,,,,,,,,,,,20.31,,,,,,,,,,,,18.9,,,,,,,,,,,,18.66,,,,,,,,,,,,22.72,,,,,,,,,,,,28.61,,,,,,,,,,,,27.03,,,,,,,,,,,,25.23,,,,,,,,,,,,20.79,,,,,,,,,
竹本容器,T4248,,,,,,,,,,,,163.18,,,,,,,,,,,,116.77,,,,,,,,,,,,128.99,,,,,,,,,,,,111.31,,,,,,,,,,,,132.83,,,,,,,,,,,,107.3,,,,,,,,,,,,110.92,,,,,,,,,,,,85.07,,,,,,,,,,,,96.04,,,,,,,,,,,,83.33,,,,,,,,,,,,87.5,,,,,,,,,,,,73.16
森六,T4249,,,73.91,,,,,,,,,,,,67.67,,,,,,,,,,,,45.2,,,,,,,,,,,,39.85,,,,,,,,,,,,33.61,,,,,,,,,,,,37.69,,,,,,,,,,,,118.57,,,,,,,,,,,,123.28,,,,,,,,,,,,101.88,,,,,,,,,,,,91.44,,,,,,,,,,,,85.89,,,,,,,,,,,,91.19,,,,,,,,,
フロンティア,T4250,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,342.4,,,,,,,,,,,,201.01,,,,,,,,,,,,-,,,,,,,,,,,,752.46,,,,,,,,,,,,651.56,,,,,,,,,,,,376.38,,,,,,,,,,,,325.41,,,,,,,,,,,,213.95,
恵和,T4251,,,,,,,,,,,,,,,,,,,,,,,,438.51,,,,,,,,,,,,360.09,,,,,,,,,,,,211.5,,,,,,,,,,,,151.49,,,,,,,,,,,,106.35,,,,,,,,,,,,,,,,,,,,,,,,431.08,,,,,,,,,,,,357.9,,,,,,,,,,,,205.26,,,,,,,,,,,,144.75,,,,,,,,,,,,103.38
日本化薬,T4272,,,40.29,,,,,,,,,,,,34.6,,,,,,,,,,,,29.86,,,,,,,,,,,,28.61,,,,,,,,,,,,34.02,,,,,,,,,,,,27.92,,,,,,,,,,,,38.21,,,,,,,,,,,,34.49,,,,,,,,,,,,31.19,,,,,,,,,,,,29.87,,,,,,,,,,,,32.71,,,,,,,,,,,,29.12,,,,,,,,,
細谷火工,T4274,,,54.93,,,,,,,,,,,,57.67,,,,,,,,,,,,54.28,,,,,,,,,,,,54.64,,,,,,,,,,,,51.69,,,,,,,,,,,,50.66,,,,,,,,,,,,54.93,,,,,,,,,,,,57.67,,,,,,,,,,,,54.28,,,,,,,,,,,,54.64,,,,,,,,,,,,51.69,,,,,,,,,,,,50.66,,,,,,,,,
カーリット,T4275,,,56.68,,,,,,,,,,,,56.59,,,,,,,,,,,,52.59,,,,,,,,,,,,47.73,,,,,,,,,,,,43.96,,,,,,,,,,,,37.24,,,,,,,,,,,,108.26,,,,,,,,,,,,106.68,,,,,,,,,,,,111.02,,,,,,,,,,,,100.78,,,,,,,,,,,,86.67,,,,,,,,,,,,75.84,,,,,,,,,
川口化学工業,T4361,,,,,,,,,,,268.12,,,,,,,,,,,,260.9,,,,,,,,,,,,269.51,,,,,,,,,,,,278.68,,,,,,,,,,,,272.08,,,,,,,,,,,,262.15,,,,,,,,,,,,274.72,,,,,,,,,,,,263.84,,,,,,,,,,,,267.08,,,,,,,,,,,,273.92,,,,,,,,,,,,264.5,,,,,,,,,,,,250.49,
