,code,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12
263,T2876,,,131.46,,,,,,,,,,,,122.2,,,,,,,,,,,,138.3,,,,,,,,,,,,122.82,,,,,,,,,,,,114.24,,,,,,,,,,,,96.66,,,,,,,,,
264,T2877,,,239.24,,,,,,,,,,,,208.91,,,,,,,,,,,,204.78,,,,,,,,,,,,209.35,,,,,,,,,,,,182.99,,,,,,,,,,,,165.81,,,,,,,,,
265,T2882,,,153.91,,,,,,,,,,,,182.39,,,,,,,,,,,,208.32,,,,,,,,,,,,151.05,,,,,,,,,,,,157.07,,,,,,,,,,,55.29,,,,,,,,,,
266,T2883,,,48.44,,,,,,,,,,,,43.71,,,,,,,,,,,,56.4,,,,,,,,,,,,60.79,,,,,,,,,,,,37.27,,,,,,,,,,,,31.33,,,,,,,,,
267,T2884,,70.48,,,,,,,,,,,,106.4,,,,,,,,,,,,160,,,,,,,,,,,,322.94,,,,,,,,,,,,536.74,,,,,,,,,,,,349.35,,,,,,,,,,
268,T2892,,,145.55,,,,,,,,,,,,115.81,,,,,,,,,,,,93.53,,,,,,,,,,,,84.66,,,,,,,,,,,,84.63,,,,,,,,,,,,81.76,,,,,,,,,
269,T2894,,,97.35,,,,,,,,,,,,115.03,,,,,,,,,,,,123.58,,,,,,,,,,,,121.61,,,,,,,,,,,,103.5,,,,,,,,,,,,134.99,,,,,,,,,
270,T2897,,,58.82,,,,,,,,,,,,64.68,,,,,,,,,,,,53.92,,,,,,,,,,,,54.29,,,,,,,,,,,,62.12,,,,,,,,,,,,65.38,,,,,,,,,
271,T2901,,,126.26,,,,,,,,,,,,366.67,,,,,,,,,,,,99.6,,,,,,,,,,,,44.89,,,,,,,,,,,,-,,,,,,,,,,,,139.84,,,,,,,,,
272,T2902,,,22.99,,,,,,,,,,,,25.19,,,,,,,,,,,,28.46,,,,,,,,,,,,26.43,,,,,,,,,,,,23.09,,,,,,,,,,,,24.4,,,,,,,,,
273,T2903,,,89.78,,,,,,,,,,,,92.19,,,,,,,,,,,,88.74,,,,,,,,,,,,139.37,,,,,,,,,,,,139.16,,,,,,,,,,,,131.59,,,,,,,,,
274,T2904,,,,,,173.92,,,,,,,,,,,,160.39,,,,,,,,,,,,151.85,,,,,,,,,,,,136.63,,,,,,,,,,,,100.47,,,,,,,,,,,,65.07,,,,,,
275,T2907,,,84.35,,,,,,,,,,,,81.97,,,,,,,,,,,,111.66,,,,,,,,,,,,104.34,,,,,,,,,,,,87.65,,,,,,,,,,,,77.54,,,,,,,,,
276,T2908,,,22.27,,,,,,,,,,,,20.87,,,,,,,,,,,,20.27,,,,,,,,,,,,19.08,,,,,,,,,,,,17.69,,,,,,,,,,,,19.27,,,,,,,,,
277,T2910,,,,24,,,,,,,,,,,,24.3,,,,,,,,,,,,21.78,,,,,,,,,,,,21.44,,,,,,,,,,,,19.75,,,,,,,,,,,,25.25,,,,,,,,
278,T2911,,,38.12,,,,,,,,,,,,35.16,,,,,,,,,,,,44.16,,,,,,,,,,,,48.91,,,,,,,,,,,,41.2,,,,,,,,,,,,34.87,,,,,,,,,
279,T2914,,,,,,,,,,,,71.38,,,,,,,,,,,,81.26,,,,,,,,,,,,78.91,,,,,,,,,,,,84.54,,,,,,,,,,,,86.98,,,,,,,,,,,,85.1
280,T2915,,,109.58,,,,,,,,,,,,71.79,,,,,,,,,,,,79.29,,,,,,,,,,,,81.95,,,,,,,,,,,,58.45,,,,,,,,,,,,49.49,,,,,,,,,
281,T2916,,,86.93,,,,,,,,,,,,89.1,,,,,,,,,,,,85.5,,,,,,,,,,,,98.26,,,,,,,,,,,,90.77,,,,,,,,,,,,81.46,,,,,,,,,
282,T2917,,,,,,,,,25.28,,,,,,,,,,,,27.86,,,,,,,,,,,,40.23,,,,,,,,,,,,24.25,,,,,,,,,,,,24.58,,,,,,,,,,,,29.22,,,
283,T2918,,84,,,,,,,,,,,,12,,,,,,,,,,,,7.41,,,,,,,,,,,,6.06,,,,,,,,,,,,3.58,,,,,,,,,,,,9.07,,,,,,,,,,
284,T2919,,,28.18,,,,,,,,,,,,25.82,,,,,,,,,,,,26.34,,,,,,,,,,,,24.78,,,,,,,,,,,,26.18,,,,,,,,,,,,26.62,,,,,,,,,
285,T2922,,,73.9,,,,,,,,,,,,100.01,,,,,,,,,,,,106.8,,,,,,,,,,,,101.26,,,,,,,,,,,,86.96,,,,,,,,,,,,76.94,,,,,,,,,
286,T2923,,,,147.77,,,,,,,,,,,,134.34,,,,,,,,,,,,122.7,,,,,,,,,,,,121.99,,,,,,,,,,,,130.33,,,,,,,,,,,,107.51,,,,,,,,
287,T2924,,,121.76,,,,,,,,,,,,125.35,,,,,,,,,,,,112.52,,,,,,,,,,,,91.56,,,,,,,,,,,,74.82,,,,,,,,,,,,65.38,,,,,,,,,
288,T2926,,,,,,,,,31.46,,,,,,,,,,,,47.55,,,,,,,,,,,,41.21,,,,,,,,,,,,34.9,,,,,,,,,,,,31.41,,,,,,,,,,,,28.98,,,
289,T2927,,,,,,,,97.15,,,,,,,,,,,,92.04,,,,,,,,,,,,66.72,,,,,,,,,,,,69.18,,,,,,,,,,,,65.03,,,,,,,,,,,,164.36,,,,
290,T2929,,,,,,,27.96,,,,,,,,,,,,59.13,,,,,,,,,,,,62.14,,,,,,,,,,,,105.33,,,,,,,,,,,,109.14,,,,,,,,,,,,140.49,,,,,
291,T2931,,,,,,,,,9.57,,,,,,,,,,,,14.83,,,,,,,,,,,,32.19,,,,,,,,,,,,56.28,,,,,,,,,,,,61.07,,,,,,,,,,,,,,,24.88
292,T2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.24,,,,,,,,,,,,306.66,,,,,,,,,,,,161.72,,,,,,,,,,,,83.77
293,T2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.45,,,,,,,,,,,,546.62,,,,,,,,,,,,399.35,,,,,,,,,
294,T2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.11,,,,,,,,,,,,141.38,,,,,,,,,,,,104.74,,,,,,,
295,T2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.94,,,,,,,,,,
296,T2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.31,,,,,,,,,
297,T2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.35,,,,,,
298,T3069,,,413.37,,,,,,,,,,,,117.08,,,,,,,,,,,,147.45,,,,,,,,,,,,109.65,,,,,,,,,,,,158.81,,,,,,,,,,,,211.09,,,,,,,,,
299,T409A,,,28.01,,,,,,,,,,,,22.15,,,,,,,,,,,,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,T4404,,,,,,,,,,,,116.79,,,,,,,,,,,,114.24,,,,,,,,,,,,116.11,,,,,,,,,,,,112.38,,,,,,,,,,,,103.75,,,,,,,,,,,,110.38
301,T4526,,,27.59,,,,,,,,,,,,88.62,,,,,,,,,,,,81.82,,,,,,,,,,,,75.85,,,,,,,,,,,,111.28,,,,,,,,,,,,142.57,,,,,,,,,
302,T3001,,,,,,,,,,,,219.82,,,,,,,,,,,,200.74,,,,,,,,,,,,208.33,,,,,,,,,,,,168.48,,,,,,,,,,,,177.18,,,,,,,,,,,,160.7
303,T3002,,,34.78,,,,,,,,,,,,33.58,,,,,,,,,,,,32.34,,,,,,,,,,,,35.63,,,,,,,,,,,,35.52,,,,,,,,,,,,26.36,,,,,,,,,
304,T3101,,,155.15,,,,,,,,,,,,147.92,,,,,,,,,,,,142,,,,,,,,,,,,156.43,,,,,,,,,,,,160.21,,,,,,,,,,,,171.8,,,,,,,,,
305,T3103,,,418.54,,,,,,,,,,,,315.39,,,,,,,,,,,,366.3,,,,,,,,,,,,349.75,,,,,,,,,,,,367.06,,,,,,,,,,,,334.92,,,,,,,,,
306,T3104,,,53.03,,,,,,,,,,,,40.26,,,,,,,,,,,,32.13,,,,,,,,,,,,30.05,,,,,,,,,,,,31.21,,,,,,,,,,,,29.22,,,,,,,,,
307,T3106,,,72.8,,,,,,,,,,,,63.54,,,,,,,,,,,,60.16,,,,,,,,,,,,61.55,,,,,,,,,,,,61.49,,,,,,,,,,,,58.01,,,,,,,,,
308,T3109,,,169.57,,,,,,,,,,,,166.3,,,,,,,,,,,,161.97,,,,,,,,,,,,170.31,,,,,,,,,,,,171.12,,,,,,,,,,,,168.54,,,,,,,,,
309,T3111,,,254.9,,,,,,,,,,,,322.36,,,,,,,,,,,,308.62,,,,,,,,,,,,348.54,,,,,,,,,,,,640.92,,,,,,,,,,,,413.83,,,,,,,,,
310,T3123,,,102.26,,,,,,,,,,,,91.27,,,,,,,,,,,,101.9,,,,,,,,,,,,96.39,,,,,,,,,,,,113.15,,,,,,,,,,,,198.54,,,,,,,,,
311,T3201,,,,,,,,,,,40.35,,,,,,,,,,,,38.21,,,,,,,,,,,,33.44,,,,,,,,,,,,30.34,,,,,,,,,,,,25.61,,,,,,,,,,,,26.33,
312,T3202,,,335.84,,,,,,,,,,,,327.72,,,,,,,,,,,,314.54,,,,,,,,,,,,379.08,,,,,,,,,,,,391.26,,,,,,,,,,,,363.98,,,,,,,,,
313,T3204,,,,,,,,,,,,168.62,,,,,,,,,,,,166.65,,,,,,,,,,,,164.25,,,,,,,,,,,,162.27,,,,,,,,,,,,173.51,,,,,,,,,,,,167.04
314,T3205,,,57.7,,,,,,,,,,,,98.85,,,,,,,,,,,,83.37,,,,,,,,,,,,99.95,,,,,,,,,,,,95.13,,,,,,,,,,,,84.98,,,,,,,,,
315,T3302,,,,,,,,,,,,30.73,,,,,,,,,,,,32.09,,,,,,,,,,,,30.31,,,,,,,,,,,,31.73,,,,,,,,,,,,24.14,,,,,,,,,,,,29.27
316,T3401,,,124.83,,,,,,,,,,,,157,,,,,,,,,,,,136.07,,,,,,,,,,,,126.43,,,,,,,,,,,,118.29,,,,,,,,,,,,134.15,,,,,,,,,
317,T3402,,,133.68,,,,,,,,,,,,125.22,,,,,,,,,,,,125.58,,,,,,,,,,,,137.99,,,,,,,,,,,,141.06,,,,,,,,,,,,132.14,,,,,,,,,
318,T3409,,,180.22,,,,,,,,,,,,166.67,,,,,,,,,,,,136.78,,,,,,,,,,,,142.29,,,,,,,,,,,,185.38,,,,,,,,,,,,94.11,,,,,,,,,
319,T3501,,,,,142.53,,,,,,,,,,,,145.02,,,,,,,,,,,,147.61,,,,,,,,,,,,169.1,,,,,,,,,,,,193.31,,,,,,,,,,,,204.98,,,,,,,
320,T3504,,,0.23,,,,,,,,,,,,0.21,,,,,,,,,,,,0.19,,,,,,,,,,,,0.2,,,,,,,,,,,,0.19,,,,,,,,,,,,0.2,,,,,,,,,
321,T3512,,,39.06,,,,,,,,,,,,34.39,,,,,,,,,,,,33,,,,,,,,,,,,30.89,,,,,,,,,,,,31.66,,,,,,,,,,,,32.34,,,,,,,,,
322,T3513,,,39.89,,,,,,,,,,,,36.95,,,,,,,,,,,,39.62,,,,,,,,,,,,39.99,,,,,,,,,,,,38.2,,,,,,,,,,,,38.72,,,,,,,,,
323,T3524,,,,325.67,,,,,,,,,,,,290.13,,,,,,,,,,,,257.82,,,,,,,,,,,,250.61,,,,,,,,,,,,247.14,,,,,,,,,,,,281.71,,,,,,,,
324,T3529,,,18.48,,,,,,,,,,,,18.5,,,,,,,,,,,,18.89,,,,,,,,,,,,15.33,,,,,,,,,,,,17.53,,,,,,,,,,,,29.23,,,,,,,,,
325,T3551,,,176.3,,,,,,,,,,,,168.38,,,,,,,,,,,,156.94,,,,,,,,,,,,157.63,,,,,,,,,,,,155.75,,,,,,,,,,,,148.75,,,,,,,,,
326,T3569,,,94.43,,,,,,,,,,,,82.11,,,,,,,,,,,,81.99,,,,,,,,,,,,108.71,,,,,,,,,,,,99.41,,,,,,,,,,,,136.71,,,,,,,,,
327,T3571,,,15.94,,,,,,,,,,,,14.81,,,,,,,,,,,,15.66,,,,,,,,,,,,15.46,,,,,,,,,,,,14.41,,,,,,,,,,,,16.28,,,,,,,,,
328,T3577,,,91.61,,,,,,,,,,,,79.06,,,,,,,,,,,,71.17,,,,,,,,,,,,66.95,,,,,,,,,,,,79.71,,,,,,,,,,,,72.4,,,,,,,,,
329,T3580,,,33.65,,,,,,,,,,,,31.6,,,,,,,,,,,,31.97,,,,,,,,,,,,31.24,,,,,,,,,,,,30.88,,,,,,,,,,,,27.2,,,,,,,,,
330,T3583,,,104.45,,,,,,,,,,,,96.34,,,,,,,,,,,,93.78,,,,,,,,,,,,88.33,,,,,,,,,,,,85.18,,,,,,,,,,,,83.81,,,,,,,,,
331,T3591,,,14.6,,,,,,,,,,,,13.52,,,,,,,,,,,,13.98,,,,,,,,,,,,14.7,,,,,,,,,,,,19.17,,,,,,,,,,,,37.01,,,,,,,,,
332,T3593,,,14.56,,,,,,,,,,,,17.54,,,,,,,,,,,,15.02,,,,,,,,,,,,15.76,,,,,,,,,,,,15.88,,,,,,,,,,,,12.22,,,,,,,,,
333,T3597,,,,,,17.22,,,,,,,,,,,,18.04,,,,,,,,,,,,16.75,,,,,,,,,,,,24.01,,,,,,,,,,,,24.91,,,,,,,,,,,,17.84,,,,,,
334,T3598,,,107.73,,,,,,,,,,,,95.02,,,,,,,,,,,,93.94,,,,,,,,,,,,100.22,,,,,,,,,,,,108.64,,,,,,,,,,,,127.54,,,,,,,,,
335,T3600,,,9.36,,,,,,,,,,,,9.54,,,,,,,,,,,,14.14,,,,,,,,,,,,14.04,,,,,,,,,,,,11.57,,,,,,,,,,,,10.9,,,,,,,,,
336,T3607,,,,,,,,58.06,,,,,,,,,,,,51.24,,,,,,,,,,,,11.15,,,,,,,,,,,,24.47,,,,,,,,,,,,91.18,,,,,,,,,,,,88.1,,,,
337,T3608,,18.81,,,,,,,,,,,,16.7,,,,,,,,,,,,32.14,,,,,,,,,,,,49.7,,,,,,,,,,,,38.94,,,,,,,,,,,,34.04,,,,,,,,,,
338,T3611,,,108.83,,,,,,,,,,,,105.77,,,,,,,,,,,,62.29,,,,,,,,,,,,54.23,,,,,,,,,,,,57.23,,,,,,,,,,,,52.58,,,,,,,,,
339,T3612,,,1567.66,,,,,,,,,,,,1237.74,,,,,,,,,,,,490.4,,,,,,,,,,,,184.31,,,,,,,,,,,,198.41,,,,,,,,,,,,421.44,,,,,,,,,
340,T8011,,,,,,,,,,,,62.42,,,,,,,,,,,,55.88,,,,,,,,,,,,62.12,,,,,,,,,,,,,,60.8,,,,,,,,,,,,57.74,,,,,,,,,,
341,T8013,56.87,,,,,,,,,,,,57.41,,,,,,,,,,,,51.22,,,,,,,,,,,,53.89,,,,,,,,,,,,49.67,,,,,,,,,,,,88.52,,,,,,,,,,,
342,T8016,,36.02,,,,,,,,,,,,20.94,,,,,,,,,,,,22.5,,,,,,,,,,,,43.35,,,,,,,,,,,,83.54,,,,,,,,,,,,128.59,,,,,,,,,,
343,T8029,,,,,,,,,,,,39.68,,,,,,,,,,,,33.5,,,,,,,,,,,,15.64,,,,,,,,,,,,74.47,,,,,,,,,,,,73.1,,,,,,,,,,,,80.9
344,T8040,,,,,,,,,,,,55.98,,,,,,,,,,,,53.68,,,,,,,,,,,,53.82,,,,,,,,,,,,63.84,,,,,,,,,,,,111.43,,,,,,,,,,,,79.26
345,T8107,,,75.5,,,,,,,,,,,,78.35,,,,,,,,,,,,97.45,,,,,,,,,,,,97.47,,,,,,,,,,,,140.86,,,,,,,,,,,,185.66,,,,,,,,,
346,T8111,,,136.91,,,,,,,,,,,,127.2,,,,,,,,,,,,149.46,,,,,,,,,,,,138.01,,,,,,,,,,,,107.57,,,,,,,,,,,,101.71,,,,,,,,,
347,T8118,,,16.34,,,,,,,,,,,,17.33,,,,,,,,,,,,17.23,,,,,,,,,,,,16.39,,,,,,,,,,,,14.72,,,,,,,,,,,,14.07,,,,,,,,,
348,T8127,,,,,,,,42.3,,,,,,,,,,,,34.38,,,,,,,,,,,,33.01,,,,,,,,,,,,35.34,,,,,,,,,,,,32.6,,,,,,,,,,,,32.22,,,,
349,T8143,,51.17,,,,,,,,,,,,72.08,,,,,,,,,,,,63.23,,,,,,,,,,,,48.14,,,,,,,,,,,,67.14,,,,,,,,,,,,377.89,,,,,,,,,,
350,T3708,,,88.22,,,,,,,,,,,,28.98,,,,,,,,,,,,29.07,,,,,,,,,,,,27.63,,,,,,,,,,,,29.53,,,,,,,,,,,,20.26,,,,,,,,,
351,T3861,,,225.78,,,,,,,,,,,,214.48,,,,,,,,,,,,204.87,,,,,,,,,,,,184.95,,,,,,,,,,,,178.39,,,,,,,,,,,,178.59,,,,,,,,,
352,T3863,,,239.01,,,,,,,,,,,,232.75,,,,,,,,,,,,220.64,,,,,,,,,,,,281.16,,,,,,,,,,,,281.57,,,,,,,,,,,,298.96,,,,,,,,,
353,T3864,,,396.62,,,,,,,,,,,,338.62,,,,,,,,,,,,294.39,,,,,,,,,,,,244.07,,,,,,,,,,,,243.13,,,,,,,,,,,,255.74,,,,,,,,,
354,T3865,,,122.38,,,,,,,,,,,,112.98,,,,,,,,,,,,105.11,,,,,,,,,,,,115.05,,,,,,,,,,,,126.62,,,,,,,,,,,,114.51,,,,,,,,,
355,T3877,,,151.09,,,,,,,,,,,,149.3,,,,,,,,,,,,173.53,,,,,,,,,,,,175.07,,,,,,,,,,,,167.46,,,,,,,,,,,,179.33,,,,,,,,,
356,T3880,,,340.03,,,,,,,,,,,,313.84,,,,,,,,,,,,324.2,,,,,,,,,,,,371.15,,,,,,,,,,,,373.91,,,,,,,,,,,,325.97,,,,,,,,,
357,T3891,,,71.86,,,,,,,,,,,,73.32,,,,,,,,,,,,63.45,,,,,,,,,,,,50.04,,,,,,,,,,,,44.39,,,,,,,,,,,,51.49,,,,,,,,,
358,T3892,,,,,47.27,,,,,,,,,,,,47.45,,,,,,,,,,,,51.27,,,,,,,,,,,,53.76,,,,,,,,,,,,46.96,,,,,,,,,,,,38.67,,,,,,,
359,T3895,,,101.47,,,,,,,,,,,,93.04,,,,,,,,,,,,80.45,,,,,,,,,,,,90.3,,,,,,,,,,,,84.27,,,,,,,,,,,,62.57,,,,,,,,,
360,T3896,,,165.72,,,,,,,,,,,,176.22,,,,,,,,,,,,217.09,,,,,,,,,,,,204.15,,,,,,,,,,,,233.18,,,,,,,,,,,,269.14,,,,,,,,,
361,T3941,,,223.51,,,,,,,,,,,,226.94,,,,,,,,,,,,226.7,,,,,,,,,,,,226.56,,,,,,,,,,,,243.21,,,,,,,,,,,,221.16,,,,,,,,,
362,T3943,,,48.69,,,,,,,,,,,,48.4,,,,,,,,,,,,48.75,,,,,,,,,,,,47.34,,,,,,,,,,,,46.37,,,,,,,,,,,,43.24,,,,,,,,,
363,T3944,,,154.91,,,,,,,,,,,,137.54,,,,,,,,,,,,123.19,,,,,,,,,,,,110.03,,,,,,,,,101.56,,,,,,,,,,,,105.59,,,,,,,,,,,,112.9
364,T3945,,,345.87,,,,,,,,,,,,311.77,,,,,,,,,,,,294.53,,,,,,,,,,,,441.69,,,,,,,,,,,,438.1,,,,,,,,,,,,419.18,,,,,,,,,
365,T3946,,,135.82,,,,,,,,,,,,124.89,,,,,,,,,,,,104.38,,,,,,,,,,,,108.05,,,,,,,,,,,,106.35,,,,,,,,,,,,111.08,,,,,,,,,
366,T3947,,,,,,,,,,,,57.88,,,,,,,,,,,,53.16,,,,,,,,,,,,65.19,,,,,,,,,,,,67.38,,,,,,,,,,,,61.38,,,,,,,,,,,,61.47
367,T3948,,,,,,,,,,,,31.68,,,,,,,,,,,,36.42,,,,,,,,,,,,35.78,,,,,,,,,,,,36.56,,,,,,,,,,,,32.17,,,,,,,,,,,,36.57
368,T3950,,,,,,,,,,,,54.02,,,,,,,,,,,,50.65,,,,,,,,,,,,48.59,,,,,,,,,,,,47.74,,,,,,,,,,,,37.15,,,,,,,,,,,,38.81
369,T3951,,,96.97,,,,,,,,,,,,94.27,,,,,,,,,,,,82.62,,,,,,,,,,,,93.68,,,,,,,,,,,,106.96,,,,,,,,,,,,108.43,,,,,,,,,
370,T3953,,,48.04,,,,,,,,,,,,42.99,,,,,,,,,,,,45.11,,,,,,,,,,,,42.97,,,,,,,,,,,,42.59,,,,,,,,,,,,37.16,,,,,,,,,
371,T3954,,,80.66,,,,,,,,,,,,73.33,,,,,,,,,,,,70.15,,,,,,,,,,,,68.18,,,,,,,,,,,,55.66,,,,,,,,,,,,51.68,,,,,,,,,
372,T3955,51.02,,,,,,,,,,,,44.13,,,,,,,,,,,,38.86,,,,,,,,,,,,39.61,,,,,,,,,,,,36.05,,,,,,,,,,,,36.54,,,,,,,,,,,
373,T3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.28,,,,,,
374,T2930,,15.43,,,,,,,,,,,,48.19,,,,,,,,,,,,48.42,,,,,,,,,,,,44.12,,,,,,,,,,,,35.75,,,,,,,,,,,,19.73,,,,,,,,,,
375,T3405,,,,,,,,,,,,42,,,,,,,,,,,,44.1,,,,,,,,,,,,87.89,,,,,,,,,,,,103.95,,,,,,,,,,,,144.26,,,,,,,,,,,,140.35
376,T3407,,,164.98,,,,,,,,,,,,130.91,,,,,,,,,,,,117.51,,,,,,,,,,,,126.05,,,,,,,,,,,,157.89,,,,,,,,,,,,189.66,,,,,,,,,
377,T3553,,,76.18,,,,,,,,,,,,62.44,,,,,,,,,,,,68.59,,,,,,,,,,,,59.78,,,,,,,,,,,,54.55,,,,,,,,,,,,57.94,,,,,,,,,
378,T3878,,,226.06,,,,,,,,,,,,215.73,,,,,,,,,,,,215.62,,,,,,,,,,,,404.36,,,,,,,,,,,,478.09,,,,,,,,,,,,369.59,,,,,,,,,
379,T4004,,,,,,,,,,,,211.67,,,,,,,,,,,,184.06,,,,,,,,,,,,152.9,,,,,,,,,,,,131.76,,,,,,,,,,,,202.12,,,,,,,,,,,,165.06
380,T4005,,,372.04,,,,,,,,,,,,365.33,,,,,,,,,,,,345.05,,,,,,,,,,,,327.19,,,,,,,,,,,,399.93,,,,,,,,,,,,399.57,,,,,,,,,
381,T4008,,,85.73,,,,,,,,,,,,71.8,,,,,,,,,,,,60.58,,,,,,,,,,,,55.95,,,,,,,,,,,,31.87,,,,,,,,,,,,34.76,,,,,,,,,
382,T4021,,,48.93,,,,,,,,,,,,45.52,,,,,,,,,,,,41.75,,,,,,,,,,,,38.43,,,,,,,,,,,,37.17,,,,,,,,,,,,36.19,,,,,,,,,
383,T4022,,,199.92,,,,,,,,,,,,177.41,,,,,,,,,,,,165.12,,,,,,,,,,,,155.35,,,,,,,,,,,,137.61,,,,,,,,,,,,111.99,,,,,,,,,
384,T4023,,,87.27,,,,,,,,,,,,79.12,,,,,,,,,,,,48.8,,,,,,,,,,,,45.37,,,,,,,,,,,,34.64,,,,,,,,,,,,30.11,,,,,,,,,
385,T4025,,,,,,,,,,,,71.18,,,,,,,,,,,,69.18,,,,,,,,,,,,68.7,,,,,,,,,,,,63.32,,,,,,,,,,,,60.08,,,,,,,,,,,,58.11
386,T4027,,,36.73,,,,,,,,,,,,35.36,,,,,,,,,,,,31.77,,,,,,,,,,,,36.25,,,,,,,,,,,,31.45,,,,,,,,,,,,34.84,,,,,,,,,
387,T4028,,,192.37,,,,,,,,,,,,164.35,,,,,,,,,,,,153.19,,,,,,,,,,,,128.6,,,,,,,,,,,,124.1,,,,,,,,,,,,125.87,,,,,,,,,
388,T4031,,,103.02,,,,,,,,,,,,94.97,,,,,,,,,,,,93.46,,,,,,,,,,,,87.38,,,,,,,,,,,,78.38,,,,,,,,,,,,77.03,,,,,,,,,
389,T4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.42,,,,,,,,,
390,T4041,,,80.18,,,,,,,,,,,,53.22,,,,,,,,,,,,48.36,,,,,,,,,,,,43.89,,,,,,,,,,,,45.2,,,,,,,,,,,,53.31,,,,,,,,,
391,T4042,,,93.41,,,,,,,,,,,,70.2,,,,,,,,,,,,52.44,,,,,,,,,,,,39.46,,,,,,,,,,,,30.6,,,,,,,,,,,,36.43,,,,,,,,,
392,T4043,,,1053.2,,,,,,,,,,,,302.57,,,,,,,,,,,,215.48,,,,,,,,,,,,159.82,,,,,,,,,,,,139.03,,,,,,,,,,,,108.73,,,,,,,,,
393,T4044,,,61.43,,,,,,,,,,,,72.18,,,,,,,,,,,,69.66,,,,,,,,,,,,71.41,,,,,,,,,,,,73.87,,,,,,,,,,,,64.47,,,,,,,,,
394,T4045,,,,,,,,,,,,48.69,,,,,,,,,,,,46.75,,,,,,,,,,,,43.75,,,,,,,,,,,,39.47,,,,,,,,,,,,36.96,,,,,,,,,,,,39.83
395,T4046,,,94.85,,,,,,,,,,,,89.39,,,,,,,,,,,,85.58,,,,,,,,,,,,72.08,,,,,,,,,,,,57.71,,,,,,,,,,,,53.59,,,,,,,,,
396,T4047,,,109.45,,,,,,,,,,,,84.7,,,,,,,,,,,,78.99,,,,,,,,,,,,80.53,,,,,,,,,,,,76.2,,,,,,,,,,,,75.02,,,,,,,,,
397,T4061,,,122.08,,,,,,,,,,,,116.54,,,,,,,,,,,,113.55,,,,,,,,,,,,110.87,,,,,,,,,,,,123.33,,,,,,,,,,,,102.6,,,,,,,,,
398,T4063,,,31.97,,,,,,,,,,,,36.05,,,,,,,,,,,,34.65,,,,,,,,,,,,39.13,,,,,,,,,,,,40.76,,,,,,,,,,,,40.23,,,,,,,,,
399,T4064,,,157.73,,,,,,,,,,,,161.35,,,,,,,,,,,,141.98,,,,,,,,,,,,127.7,,,,,,,,,,,,124.55,,,,,,,,,,,,118.69,,,,,,,,,
400,T4078,,,41.02,,,,,,,,,,,,42.75,,,,,,,,,,,,41.81,,,,,,,,,,,,52.92,,,,,,,,,,,,59.97,,,,,,,,,,,,72.03,,,,,,,,,
401,T4080,,,586.72,,,,,,,,,,,,77.97,,,,,,,,,,,,95.26,,,,,,,,,,,,77.47,,,,,,,,,,,,101.54,,,,,,,,,,,,168.53,,,,,,,,,
402,T4082,,,32.82,,,,,,,,,,,,33.8,,,,,,,,,,,,39.87,,,,,,,,,,,,64.95,,,,,,,,,,,,71.97,,,,,,,,,,,,81.07,,,,,,,,,
403,T4088,,,98.99,,,,,,,,,,,,115.34,,,,,,,,,,,,123.97,,,,,,,,,,,,149.21,,,,,,,,,,,,131.13,,,,,,,,,,,,133.11,,,,,,,,,
404,T4091,,,90.34,,,,,,,,,,,,98.19,,,,,,,,,,,,92.3,,,,,,,,,,,,333.67,,,,,,,,,,,,324.38,,,,,,,,,,,,271.6,,,,,,,,,
405,T4092,,,108.67,,,,,,,,,,,,87.77,,,,,,,,,,,,86.72,,,,,,,,,,,,92.39,,,,,,,,,,,,89.72,,,,,,,,,,,,85.6,,,,,,,,,
