,code,îNî≈,åéïΩãœécã∆éûä‘,óLãxéÊìæó¶/ëOä˙,ä«óùêEÅEèóê´î‰ó¶,ïΩãœîNóÓçáåv/ëOä˙,fusaiRate,é©å»ìsçáó£êEó¶,ÉÅÉìÉ^ÉãÉwÉãÉXãxêEé“ó¶,ïΩãœîNä‘ããó^/ëOä˙ÅiëŒêîÅj,è]ã∆àıêîçáåv/ëOä˙ÅiëŒêîÅj
650,2875,2017,25.9,33.0,3.4,39.4,56.71,0.03188662533215235,0.001328609388839681,6.762603549566803,3.353723937588949
651,2875,2018,25.5,42.4,4.4,39.6,50.62,0.03700401248328132,0.004458314757021846,6.775901578891674,3.350829273582968
652,2875,2019,24.5,49.2,4.7,40.1,45.76,0.03808243727598566,0.002240143369175627,6.755112266395071,3.348694190265541
653,2875,2020,22.9,60.8,5.5,40.9,47.7,0.05442477876106195,0.0022123893805309734,6.746400644491561,3.3541084391474008
654,2875,2021,20.2,66.2,6.4,41.0,44.27,0.019882512426570267,0.004066877541798464,6.764796334271218,3.344981413927258
655,4045,2017,2.3,96.3,1.6,46.2,48.69,0.02035830618892508,0.0016286644951140066,6.813518141409409,3.089198366805149
656,4045,2018,7.7,92.2,1.6,46.3,46.75,0.018502943650126155,0.007569386038687973,6.817837891410935,3.0751818546186915
657,4045,2019,9.1,95.7,1.6,46.0,43.75,0.03836317135549872,0.0076726342710997444,6.830787231220534,3.0692980121155293
658,4045,2020,8.0,91.0,2.4,45.1,39.47,0.014202172096908938,0.005847953216374269,6.834069565348809,3.0780941504064105
659,4045,2021,8.5,89.3,2.3,45.5,36.96,0.016908212560386472,0.005636070853462158,6.837958125521008,3.0941215958405612
660,7943,2017,16.3,54.5,1.6,43.2,103.59,0.014383043149129448,0.0,6.829432433617598,3.1209028176145273
661,7943,2019,20.0,44.4,2.1,44.2,88.82,0.02981651376146789,0.0022935779816513763,6.8486257791646,3.1166077439882485
662,7943,2020,17.0,43.4,2.2,44.2,84.23,0.03137254901960784,0.00784313725490196,6.8431935215858735,3.1055101847699738
663,7943,2021,13.0,58.5,1.6,43.7,66.46,0.01984732824427481,0.006870229007633588,6.838282123867803,3.1172712956557644
664,1813,2020,30.5,44.1,1.9,46.6,91.65,0.017287234042553192,0.0,6.891971423762749,2.876217840591642
665,1813,2021,30.2,51.4,1.8,46.6,81.59,0.02857142857142857,0.0,6.876966064903805,2.886490725172482
666,3405,2017,10.1,79.9,1.6,41.2,42.0,0.011121130147279832,0.0018034265103697023,6.826743360626203,3.5220528008688223
667,3405,2018,11.2,79.9,2.2,40.8,44.1,0.010632014176018901,0.0035440047253396337,6.833626484372387,3.5296869537729165
668,3405,2019,11.6,74.2,2.3,41.3,87.89,0.011482254697286013,0.003131524008350731,6.828613629465857,3.583425500406507
669,3405,2020,12.2,84.3,3.0,41.0,103.95,0.009703906444389152,0.0052251803931326205,6.845257768964611,3.604118006192035
670,3405,2021,11.7,87.8,3.8,40.9,144.26,0.012676393207366658,0.0026309495336044007,6.8447423312859295,3.621280167550415
671,3002,2018,4.4,60.8,1.6,44.0,32.34,0.02618657937806874,0.002727768685215494,6.7395408589365235,3.2631624649622166
672,3002,2019,6.4,65.3,1.7,43.2,35.63,0.02390438247011952,0.001707455890722823,6.752844743810215,3.244771761495295
673,3002,2020,7.5,65.3,1.8,43.3,35.52,0.029359953024075163,0.0064591896652965355,6.765682931679708,3.231214647962601
674,3002,2021,6.7,66.4,1.6,43.3,26.36,0.024670109007458405,0.002294893861158921,6.774296477947026,3.2412973871099933
675,4527,2018,11.5,62.2,20.4,39.6,33.03,0.01792573623559539,0.008962868117797696,6.821316970591098,3.1936810295412816
676,4527,2019,14.2,65.3,18.9,40.3,32.16,0.035,0.0064285714285714285,6.873494982256169,3.146128035678238
677,4527,2020,14.3,70.1,21.1,40.6,37.79,0.03188602442333786,0.007462686567164179,6.867879783458379,3.1684974835230326
678,4527,2021,13.0,71.6,23.0,41.0,33.55,0.028122956180510136,0.009810333551340745,6.854731017213942,3.1844074854123203
679,4626,2018,15.4,62.2,4.8,41.6,48.75,0.08235294117647059,0.0,6.886908405791519,1.9294189257142926
680,4626,2019,15.1,69.7,5.6,40.3,40.23,0.1728395061728395,0.012345679012345678,6.902327946306723,1.9084850188786497
681,1964,2017,19.2,47.5,1.6,43.3,85.92,0.026490066225165563,0.0,6.896226627350639,2.656098202012832
682,1964,2018,18.7,58.7,1.6,43.6,89.48,0.030973451327433628,0.0,6.923550715004793,2.655138434811382
683,1964,2020,23.4,55.4,0.8,43.0,123.2,0.02748414376321353,0.0021141649048625794,6.920450124740142,2.6748611407378116
684,1964,2021,21.6,62.0,0.9,43.8,70.89,0.011037527593818985,0.0,6.934820719548133,2.656098202012832
685,5707,2017,7.1,60.0,0.0,42.0,139.22,0.016666666666666666,0.0030303030303030303,6.717670503002262,2.8195439355418688
686,5707,2018,8.0,60.0,0.0,41.9,131.29,0.016566265060240965,0.0,6.685473019722759,2.8221680793680175
687,5707,2019,8.1,60.1,2.4,41.6,143.45,0.017804154302670624,0.0,6.738939031203479,2.82865989653532
688,5707,2020,8.6,63.7,2.2,41.6,191.06,0.03730272596843615,0.0,6.752893154884593,2.8432327780980096
689,5707,2021,8.6,68.6,2.3,41.9,155.01,0.03851640513552068,0.0028530670470756064,6.7166709755601355,2.8457180179666586
690,4901,2017,20.2,66.1,6.2,43.8,42.71,0.012256464753808005,0.003471484236627701,6.939519252618618,4.149680882482938
691,4901,2018,18.6,67.2,6.7,44.3,35.68,0.011091904350331317,0.0031691155286660906,6.944482672150168,4.142514604999374
692,4901,2019,18.1,65.7,6.9,44.5,56.69,0.013308687615526803,0.0036229205175600738,6.949390006644912,4.131137273778607
693,4901,2020,20.5,71.4,5.8,44.1,48.18,0.02458128489292559,0.004416298641779851,6.949390006644912,4.079217435746567
694,4901,2021,20.5,68.7,5.4,44.1,39.17,0.020349071020670795,0.006997506635566637,6.954242509439325,4.094575933649249
695,4917,2017,10.2,53.1,6.4,41.0,15.64,0.01303538175046555,0.00931098696461825,6.909485905345458,2.7299742856995555
696,4917,2018,13.1,62.2,4.7,41.0,17.12,0.007168458781362007,0.008960573476702509,6.903778828614698,2.7466341989375787
697,4917,2019,11.3,57.0,5.6,41.0,15.78,0.006968641114982578,0.0156794425087108,6.92348830534033,2.7589118923979736
698,4917,2020,12.0,72.1,7.5,41.1,17.16,0.015358361774744027,0.0017064846416382253,6.925328080669612,2.767897616018091
699,4917,2021,14.7,84.4,6.4,41.1,20.38,0.019736842105263157,0.001644736842105263,6.91998220985878,2.783903579272735
700,5122,2017,18.4,48.7,2.2,38.8,67.8,0.016494845360824743,0.0,6.755479467765164,2.9867717342662448
701,5122,2018,18.5,51.1,1.7,38.5,68.58,0.01968503937007874,0.0,6.7589678023219895,3.0068937079479006
702,5122,2019,18.1,53.8,2.2,38.3,68.19,0.01777362020579981,0.0,6.776200440021909,3.028977705208778
703,5122,2021,19.8,69.7,2.7,38.1,64.58,0.02553191489361702,0.0,6.775479739555106,3.070037866607755
704,3880,2019,21.4,58.2,1.4,40.8,371.15,0.02786624203821656,0.02587579617834395,6.789420994974114,3.4000196350651586
705,3880,2020,22.0,64.4,1.5,41.2,373.91,0.053187476423990944,0.005658242172764994,6.784138234891661,3.4234097277330933
706,3880,2021,23.5,78.7,2.2,41.8,325.97,0.048873615883925164,0.006491027109583811,6.791613184743935,3.418135498425232
707,5334,2018,20.0,73.8,1.2,38.2,62.73,0.023605525441510754,0.00454624934429096,6.8304260825364524,3.7573200965466724
708,5334,2019,21.2,77.0,1.3,38.2,63.24,0.013794307665444386,0.005762179151388162,6.817610515330577,3.7579271831133294
709,5334,2020,21.0,78.4,1.5,38.6,74.22,0.017513438529564766,0.005722212588867696,6.839604609117334,3.7609499514108973
710,5334,2021,19.0,83.5,2.0,39.3,84.68,0.019717831038585754,0.005099439061703213,6.82991213089291,3.7695988483874463
711,1803,2017,42.3,33.8,1.1,44.5,197.73,0.009077011274603478,0.0017198547678196063,6.957463615729932,4.019780730403647
712,1803,2018,39.3,42.6,1.6,44.5,174.05,0.00881986386731857,0.0019173617102866455,6.985022082109535,4.018325945402921
713,1803,2019,36.6,47.5,1.6,44.5,154.41,0.00676459219172787,0.002126014688828759,6.985561187773345,4.014856420044506
714,1803,2020,32.5,49.9,2.1,44.4,158.72,0.008320433436532508,0.001934984520123839,7.0043643711077515,4.014352500651009
715,1803,2021,33.1,51.2,2.5,42.9,134.27,0.01011171032357473,0.0027927580893682587,7.002900068611387,4.016364679456294
716,1833,2021,28.0,44.9,2.6,42.8,86.22,0.014814814814814815,0.009382716049382716,6.978885775270855,3.3064250275506875
717,1925,2017,31.5,45.9,2.5,38.5,129.57,0.025442856165788934,0.0018466589152588743,6.93600928599828,4.164977077110886
718,1925,2018,30.4,53.5,2.9,38.7,130.81,0.031345871682006136,0.0038682139522475656,6.94404564091546,4.1759175065100935
719,1925,2019,29.6,55.1,2.9,38.7,127.84,0.030250032387614974,0.0042103899468843116,6.95119365313979,4.18859103659399
720,1925,2020,29.7,56.5,3.6,38.8,126.92,0.032073454499717,0.005219797497012767,6.957755170991829,4.201424437579911
721,1925,2021,30.2,68.4,4.2,38.9,126.4,0.03412864346328865,0.006026319025950067,6.963066535893642,4.211173956728494
722,7947,2017,17.4,33.5,5.8,40.0,151.22,0.022641509433962263,0.0025157232704402514,6.80057962156913,2.9003671286564705
723,7947,2018,10.9,34.9,5.9,40.1,153.57,0.01734820322180917,0.0024783147459727386,6.81298016603948,2.90687353472207
724,7947,2019,10.5,39.5,6.0,40.4,148.97,0.02952029520295203,0.0024600246002460025,6.816042340921997,2.910090545594068
725,7947,2020,10.0,53.1,7.3,40.4,129.91,0.014150943396226415,0.0011792452830188679,6.815511337362764,2.9283958522567137
726,7947,2021,9.9,53.6,7.5,40.5,126.44,0.01694915254237288,0.0,6.821251431545941,2.9469432706978256
727,1822,2017,49.7,14.5,0.4,45.1,143.0,0.018599562363238512,0.0032822757111597373,6.822181552752885,2.960946195733831
728,1822,2018,49.2,17.1,0.4,44.8,134.75,0.01282051282051282,0.004273504273504274,6.853889162042733,2.971275848738105
729,1822,2019,49.7,17.5,0.4,44.9,134.22,0.024922118380062305,0.008307372793354102,6.877770551984092,2.9836262871245345
730,1822,2020,49.5,18.6,0.9,45.1,136.69,0.02208835341365462,0.0050200803212851405,6.8867571986931235,2.998259338423699
731,1822,2021,49.8,39.7,1.2,45.2,134.77,0.0248015873015873,0.002976190476190476,6.906019929308016,3.0034605321095067
732,5108,2017,20.5,71.9,2.2,39.0,31.34,0.014086541934551758,0.0024561150039731274,6.8327643049405316,4.14123021889658
733,5108,2018,21.6,75.7,1.8,39.3,42.55,0.017037526621135345,0.004479694499522655,6.840168849240756,4.134081437462512
734,5108,2019,24.2,73.3,3.0,39.8,37.21,0.013716620458193492,0.004596527068437181,6.857392810920901,4.136910727481376
735,5108,2020,24.9,75.0,2.5,40.1,50.7,0.018756660746003552,0.004689165186500888,6.859318465097116,4.148448403523384
736,5108,2021,22.2,79.5,2.9,40.0,62.23,0.014210201139562024,0.004805382027871216,6.862250674597925,4.163370120225884
737,3946,2021,12.3,49.7,0.7,37.2,111.08,0.06060606060606061,0.004734848484848485,6.714581208839531,3.0236639181977933
738,4151,2021,14.2,78.0,10.1,42.4,23.77,0.02017131804365847,0.0016579165515335729,6.935033566134568,3.5585885831081994
739,4093,2017,10.1,39.6,0.0,41.9,145.98,0.030303030303030304,0.0,6.767230098110718,1.99563519459755
740,4093,2018,10.8,40.8,0.0,41.9,133.89,0.028037383177570093,0.0,6.771219901949533,2.0293837776852097
741,4093,2019,10.0,43.2,0.0,41.4,133.62,0.0,0.0,6.770041554319668,2.0569048513364727
742,4093,2020,8.8,44.6,0.0,41.5,113.0,0.01694915254237288,0.0,6.7615519885641815,2.0718820073061255
743,4093,2021,9.3,54.9,0.0,41.6,112.75,0.02608695652173913,0.0,6.763802224074593,2.060697840353612
744,4063,2017,14.8,62.6,3.7,42.2,36.05,0.004285714285714286,0.0014285714285714286,6.9254152370842466,3.4471580313422194
745,4063,2018,14.0,70.4,4.3,42.4,34.65,0.0,0.0003522367030644593,6.925982100327103,3.4531653925258574
746,4063,2019,14.8,61.2,5.7,42.3,39.13,0.004476584022038568,0.0024104683195592287,6.925930597868471,3.462996612028056
747,4063,2020,16.4,62.9,5.1,42.1,40.76,0.006974427100631019,0.00033211557622052476,6.932423026376739,3.4787107555127594
748,4063,2021,15.5,73.6,5.7,42.1,40.23,0.00732484076433121,0.0,6.931915317081246,3.496929648073215
749,4403,2017,13.0,62.7,2.4,42.2,52.07,0.009052504526252263,0.0006035003017501509,6.859447419342536,3.219322508419337
750,4403,2018,12.9,66.1,2.9,42.5,49.18,0.011459589867310011,0.0012062726176115801,6.868341678411153,3.2195845262142546
751,4403,2019,13.6,65.2,3.3,42.8,46.5,0.011990407673860911,0.001199040767386091,6.880693173157004,3.22219604630172
752,4403,2020,14.7,66.4,3.6,43.1,41.92,0.013956310679611651,0.0006067961165048543,6.89002365604241,3.216957207361097
753,4403,2021,14.1,69.4,4.2,43.4,43.98,0.015522388059701492,0.0005970149253731343,6.891906200518994,3.224014811372864
754,2897,2018,28.4,54.7,2.6,40.4,53.92,0.025440313111545987,0.003424657534246575,6.894421299871214,3.3104808914626753
755,2897,2019,25.0,73.0,3.9,40.2,54.29,0.03816091954022988,0.006436781609195402,6.9014554333554505,3.337459261290656
756,2897,2020,22.1,96.6,3.1,40.0,62.12,0.03770197486535009,0.004488330341113106,6.897692230577403,3.3479151865016914
757,2897,2021,21.0,90.8,3.3,39.8,65.38,0.044463818657367045,0.004795117698343505,6.895847791660552,3.360593413565249
758,2268,2017,29.1,34.9,10.4,40.2,91.53,0.05339805825242718,0.0,6.848107486598441,2.3138672203691533
759,2268,2018,40.8,34.5,10.0,40.9,93.19,0.06220095693779904,0.0,6.878204230839158,2.3201462861110542
760,3402,2017,19.8,92.9,4.4,36.9,125.22,0.013844662882458812,0.003045825834140939,6.833394608364146,3.8587176148602915
761,3402,2018,20.5,83.9,4.5,37.2,125.58,0.015235457063711912,0.0034626038781163434,6.843686960848052,3.858537197569639
762,3402,2019,20.6,83.5,4.4,37.7,137.99,0.01337704918032787,0.0036721311475409837,6.848876052357241,3.8822398480188234
763,3402,2020,20.0,85.0,4.9,38.1,141.06,0.02043506921555702,0.0026367831245880024,6.857043715247887,3.879955585122749
764,3402,2021,19.4,91.7,5.1,38.5,132.14,0.02061310782241015,0.004492600422832981,6.857399143456402,3.878981123393736
765,2502,2017,22.4,63.3,5.4,42.8,110.03,0.0031635558367605187,0.0015817779183802593,6.987621582125484,3.49982449583958
766,2502,2018,21.6,64.2,8.1,43.0,245.43,0.004403900597672224,0.0050330292544825414,7.005309236848516,3.5022905279147727
767,2502,2019,21.1,64.3,8.4,42.9,151.54,0.005600497822028625,0.008400746733042938,6.996642991355473,3.5070458724273257
768,2502,2020,20.6,69.1,19.1,43.0,112.02,0.007425742574257425,0.008353960396039604,6.991794496369155,3.5094713521025485
769,2502,2021,19.5,70.0,6.8,42.9,177.39,0.00834363411619283,0.009579728059332509,6.9796240282221955,3.5100085129402347
770,4539,2017,1.5,37.1,7.3,41.2,201.3,0.030425963488843813,0.004056795131845842,6.838785515442614,2.69284691927723
771,4539,2018,2.1,32.6,11.2,40.8,211.42,0.04771784232365145,0.002074688796680498,6.839303163071876,2.6830470382388496
772,4539,2019,2.0,39.0,10.4,40.4,206.06,0.04384133611691023,0.0,6.832693512489633,2.680335513414563
773,4516,2017,4.7,61.6,5.5,40.9,30.76,0.005750431282346176,0.0023001725129384704,6.886603514286712,3.2402995820027125
774,4516,2018,5.0,63.2,4.9,40.7,22.23,0.004632310364794441,0.0023161551823972205,6.879841055986563,3.237292337567459
775,4516,2021,6.7,72.9,10.1,41.0,21.1,0.007808142777467931,0.012269938650306749,6.89867034296553,3.253580289562183
776,5901,2017,25.9,49.4,0.6,42.3,47.56,0.015238571071696228,0.00824381713714714,6.84707867678646,3.602385590105105
777,5901,2018,33.0,48.5,1.0,40.6,42.47,0.020255531318167652,0.008725459644749143,6.865887959107042,3.506369717095504
778,5901,2019,32.0,52.9,2.4,40.1,52.86,0.019757807520713832,0.012746972594008922,6.8742102552751465,3.496652939250918
779,5901,2020,31.0,55.4,2.6,40.2,47.16,0.030429821224800303,0.011411182959300114,6.873233792382081,3.419790586106363
780,5901,2021,31.7,62.9,2.1,40.4,44.88,0.03188180404354588,0.014774494556765163,6.867468018204771,3.4102709642521845
781,4028,2017,6.8,77.6,3.8,42.8,164.35,0.028933092224231464,0.009041591320072333,6.802999568083579,3.0437551269686796
782,4028,2018,6.6,75.4,3.9,43.2,153.19,0.017625231910946195,0.011131725417439703,6.802577735612135,3.03261876085072
783,4028,2019,7.2,75.9,4.1,43.7,128.6,0.020192307692307693,0.011538461538461539,6.812742946148018,3.0170333392987803
784,4028,2020,6.6,75.6,4.9,44.1,124.1,0.01588785046728972,0.013084112149532711,6.8238346222666255,3.0293837776852097
785,4028,2021,5.6,77.0,5.3,43.9,125.87,0.015370705244122965,0.011754068716094032,6.8272119420638955,3.0437551269686796
786,4519,2017,16.5,56.9,10.2,41.8,20.94,0.008617234468937876,0.010420841683366733,6.971021182865637,3.6981005456233897
787,4519,2018,18.0,60.1,12.0,41.7,20.28,0.009666413949962092,0.013267626990144048,6.979760599065553,3.7223047868743278
788,4519,2019,18.3,59.6,12.7,42.7,20.55,0.014259891544486845,0.021088572002410124,6.979128854905111,3.6971421262754594
789,4519,2020,9.3,67.9,11.0,43.0,21.65,0.013500099265435776,0.022632519356759976,6.992971352819666,3.702171950857711
790,4519,2021,17.9,64.0,12.5,43.0,28.56,0.01216996699669967,0.019183168316831683,7.007454167375018,3.68556261115823
791,2206,2019,15.7,69.9,4.1,43.2,53.6,0.02168021680216802,0.008130081300813009,6.922635217064797,3.1690863574870227
792,2206,2020,24.5,71.0,5.0,43.2,52.0,0.04265402843601896,0.009478672985781991,6.9179029145556035,3.1693804953119495
793,2004,2017,14.0,50.7,3.3,39.1,112.83,0.02366345311130587,0.0017528483786152498,6.836088418515237,3.0572856444182146
794,2004,2018,14.7,54.8,4.1,39.2,108.25,0.014592274678111588,0.002575107296137339,6.839357924141498,3.0663259253620376
795,2004,2019,13.4,55.1,4.4,39.3,97.29,0.012842465753424657,0.0017123287671232876,6.833900956250422,3.0674428427763805
796,2004,2020,13.3,58.2,5.0,39.3,95.74,0.01870748299319728,0.0017006802721088435,6.843980155488133,3.0704073217401198
797,2004,2021,10.0,60.2,6.6,39.3,108.76,0.01747088186356073,0.0,6.832436864939817,3.079904467666721
798,5991,2017,22.9,83.5,0.5,40.1,103.24,0.013045434098065677,0.00899685110211426,6.850849123978472,3.647969458362972
799,5991,2018,23.6,87.2,0.5,40.2,104.77,0.012447210491220271,0.008001778172927318,6.853188498733203,3.653115993165567
800,5991,2019,24.4,87.2,0.9,40.3,118.58,0.011274934952298352,0.00411968777103209,6.855423382266469,3.6638892986226614
801,5991,2020,23.4,89.4,1.2,40.0,117.83,0.011585365853658536,0.00426829268292683,6.8575913673478786,3.69196510276736
802,5991,2021,21.2,89.9,1.9,40.0,122.55,0.010109018830525273,0.0045589692765113975,6.863089051575593,3.7028611705729295
803,1975,2017,42.3,36.3,0.0,44.4,159.24,0.01710376282782212,0.005701254275940707,6.895590595432195,2.9429995933660407
804,1975,2018,41.6,38.9,0.0,44.7,176.15,0.024110218140068886,0.008036739380022962,6.932187167687093,2.9400181550076634
805,1975,2019,41.4,42.6,0.0,44.8,166.78,0.015625,0.008928571428571428,6.956883226777802,2.9523080096621253
806,1975,2020,44.4,43.1,0.0,44.9,160.71,0.016357688113413305,0.0054525627044711015,6.991595202036439,2.962369335670021
807,1975,2021,47.6,43.6,0.5,44.9,111.13,0.02903225806451613,0.010752688172043012,6.943352332914178,2.9684829485539352
808,2211,2021,8.0,62.7,7.1,34.9,36.96,0.053402239448751075,0.002583979328165375,6.694751693775682,3.064832219738574
809,3951,2021,15.0,69.1,1.2,34.8,108.43,0.04784240150093809,0.0,6.620211971761874,3.0277572046905536
810,7917,2020,27.3,54.3,1.8,40.1,42.13,0.013930348258706468,0.010945273631840797,6.801009166767597,3.002166061756508
811,2594,2017,12.6,38.9,1.7,43.8,35.78,0.014527845036319613,0.0012106537530266344,6.767038702126802,2.9169800473203824
812,2594,2018,14.8,41.0,2.3,44.1,31.16,0.015439429928741092,0.0023752969121140144,6.785857573609136,2.9253120914996495
813,7908,2019,14.9,79.0,20.7,41.9,28.76,0.034482758620689655,0.017241379310344827,6.622214022966295,2.717670503002262
814,7908,2021,11.0,81.0,21.3,43.6,26.21,0.04365904365904366,0.006237006237006237,6.7026889681591335,2.682145076373832
815,3598,2017,2.0,47.8,1.6,43.4,95.02,0.019230769230769232,0.0,6.574479922679257,2.3180633349627615
816,2579,2017,22.4,34.9,3.2,43.1,46.31,0.024943310657596373,0.0022675736961451248,6.808258789964077,3.246498580795801
817,2914,2019,16.7,84.5,5.6,42.4,78.91,0.00886041439476554,0.002317339149400218,6.9334215819184335,3.8654593226619647
818,2914,2020,17.8,82.0,6.2,42.7,84.54,0.009789459568190962,0.0029502480890438512,6.915124659701349,3.8725641430906514
819,2914,2021,17.3,85.0,6.5,43.0,86.98,0.01339764201500536,0.006966773847802787,6.932387962747618,3.8729716307384434
820,5989,2021,14.3,84.9,0.8,43.3,81.98,0.029389017788089715,0.0038669760247486465,6.834597946134881,3.111598524880394
821,7888,2017,18.4,59.8,0.8,42.0,115.4,0.01639344262295082,0.0018214936247723133,6.672829351166178,2.739572344450092
822,7888,2018,19.4,59.8,1.7,41.5,110.11,0.02112676056338028,0.0017605633802816902,6.682145076373832,2.754348335711019
823,7888,2019,17.8,63.5,1.9,41.2,112.02,0.022375215146299483,0.0017211703958691911,6.680607428991788,2.7641761323903307
824,7888,2020,20.2,65.0,2.5,40.5,90.96,0.029850746268656716,0.0,6.680607428991788,2.780317312140151
825,7886,2017,10.0,60.0,6.9,44.2,266.54,0.06481481481481481,0.0,6.649821463224566,2.03342375548695
826,7886,2018,10.0,60.0,7.4,45.4,291.05,0.0,0.0,6.6306312440205,2.0569048513364727
827,7886,2019,12.0,65.0,3.6,44.1,295.87,0.05504587155963303,0.0,6.651665603922935,2.037426497940624
828,7886,2020,10.0,70.0,3.6,43.5,290.84,0.0,0.0,6.625723909525756,2.089905111439398
829,7886,2021,12.3,64.5,0.0,45.8,385.62,0.0,0.0,6.669037800885156,2.0253058652647704
830,5970,2019,23.0,54.0,0.0,38.3,62.53,0.03675213675213675,0.007692307692307693,6.782253988585916,3.0681858617461617
831,5970,2020,28.4,58.0,2.6,38.9,66.23,0.028156996587030716,0.008532423208191127,6.803898492293827,3.068927611682072
832,5970,2021,25.8,62.0,2.0,39.1,56.14,0.03442340791738382,0.00774526678141136,6.792262923111174,3.065206128054312
833,4919,2017,24.0,34.5,6.3,35.8,16.13,0.010362694300518135,0.0,6.821893288111016,2.762678563727436
834,4919,2018,27.7,34.2,6.9,35.9,20.55,0.024752475247524754,0.0049504950495049506,6.820994029574022,2.782472624166286
835,4919,2019,29.2,34.5,9.3,36.1,19.17,0.03314121037463977,0.010086455331412104,6.832341613244352,2.841359470454855
836,5979,2017,14.5,45.6,0.0,41.2,14.01,0.03292181069958848,0.00411522633744856,6.631123510985243,2.385606273598312
837,5979,2018,13.0,47.0,0.0,42.0,14.35,0.037037037037037035,0.0,6.644662670932245,2.385606273598312
838,5979,2019,14.0,46.7,0.0,41.9,15.02,0.029166666666666667,0.0,6.660665637606189,2.380211241711606
839,5979,2020,13.0,55.2,0.0,41.8,15.51,0.05063291139240506,0.004219409282700422,6.674940922395466,2.374748346010104
840,5979,2021,12.3,62.7,0.0,40.5,15.01,0.03879310344827586,0.0,6.678852575231316,2.3654879848909
841,1764,2019,21.3,37.7,11.7,44.4,210.04,0.2951167728237792,0.0021231422505307855,6.655115566491018,2.673020907128896
842,5162,2017,13.1,48.2,1.8,37.6,168.24,0.02214022140221402,0.01107011070110701,6.634356840029362,2.432969290874406
843,5162,2018,15.1,59.7,1.8,37.6,156.68,0.022304832713754646,0.0037174721189591076,6.660049603966535,2.429752280002408
844,5162,2019,18.0,58.9,1.7,38.8,147.35,0.028469750889679714,0.0,6.660560796071059,2.44870631990508
845,5162,2020,16.0,62.6,6.5,38.4,147.98,0.0,0.0,6.707496169419193,2.48572142648158
846,5162,2021,13.8,73.3,6.3,38.7,144.85,0.0220125786163522,0.0,6.682449427292181,2.5024271199844326
847,1662,2017,13.5,72.0,4.5,40.0,23.89,0.008869179600886918,0.007760532150776054,6.916468003671176,2.9552065375419416
848,1662,2018,13.3,70.5,4.5,39.6,26.29,0.016722408026755852,0.010033444816053512,6.909266313833394,2.952792443044092
849,1662,2019,9.5,70.3,5.4,40.7,19.54,0.018599562363238512,0.0087527352297593,6.906394416470644,2.960946195733831
850,1662,2020,15.0,68.8,5.2,40.5,16.35,0.02654867256637168,0.0055309734513274336,6.922947840765915,2.9561684304753633
851,1662,2021,18.6,74.2,5.6,40.9,29.05,0.01958650707290533,0.007616974972796518,6.938443817076605,2.9633155113861114
852,2819,2018,8.5,69.0,4.7,41.1,52.17,0.018145161290322582,0.0,6.856594775970576,2.6954816764901977
853,2819,2019,9.5,71.5,4.8,41.6,53.63,0.013916500994035786,0.0,6.847049586962942,2.7015679850559273
854,2229,2017,13.7,53.7,20.1,39.9,32.39,0.009849362688296639,0.002317497103128621,6.869806427361944,3.237040791379191
855,2229,2018,14.8,60.2,21.5,40.2,29.18,0.010169491525423728,0.0039548022598870055,6.881457356489563,3.247973266361807
856,2229,2020,13.0,66.7,22.3,39.5,28.24,0.012103746397694525,0.00345821325648415,6.859201424587462,3.2392994791268923
857,2229,2021,14.4,68.6,20.4,40.3,27.93,0.020396600566572238,0.0056657223796034,6.857332496431268,3.2467447097238415
858,4968,2017,18.3,61.0,0.6,40.8,53.51,0.016194331983805668,0.002699055330634278,6.828466547352678,2.869818207979328
859,4968,2018,19.1,62.8,1.0,41.0,51.8,0.01740294511378849,0.0013386880856760374,6.848004271497269,2.873320601815399
860,4968,2019,18.1,64.4,1.0,41.1,58.46,0.015957446808510637,0.0013297872340425532,6.8567288903828825,2.876217840591642
861,4968,2020,16.8,68.3,1.0,41.3,62.82,0.01806451612903226,0.0,6.851380667965596,2.88930170250631
862,4968,2021,17.2,68.3,1.0,41.6,68.74,0.015544041450777202,0.007772020725388601,6.833019547076532,2.887617300335736
863,4922,2020,10.6,64.5,10.8,42.6,29.41,0.018820577164366373,0.00878293601003764,6.931512738855893,2.9014583213961123
864,4922,2021,20.6,66.6,13.1,42.3,30.19,0.03462050599201065,0.0039946737683089215,6.938126130111522,2.8756399370041685
865,4926,2017,18.7,66.7,88.2,34.6,26.72,0.15875754961173424,0.012942191544434857,6.606531192359165,3.064083435963596
866,4926,2018,25.0,56.4,87.3,35.2,27.81,0.17883211678832117,0.012773722627737226,6.6105149482086585,3.0398105541483504
867,4926,2019,24.0,46.7,88.4,35.8,22.95,0.13708920187793427,0.011267605633802818,6.620230610480454,3.0273496077747564
868,4926,2020,19.9,60.7,87.5,36.1,24.21,0.11297852474323063,0.006535947712418301,6.6669034330011865,3.029789470831856
869,4926,2021,15.5,76.2,88.7,36.4,25.09,0.138328530259366,0.012487992315081652,6.609777158594666,3.017450729510536
870,4368,2020,15.1,65.8,1.1,42.9,15.63,0.029213483146067417,0.008988764044943821,6.840139481130693,2.6483600109809315
871,4368,2021,14.2,66.2,1.2,42.4,15.66,0.034261241970021415,0.006423982869379015,6.81444258481173,2.6693168805661123
872,4971,2020,16.5,64.8,19.6,41.6,25.63,0.022222222222222223,0.013333333333333334,6.8474043374159335,2.3521825181113627
