,code,fiscal_year,fusaiRate
5191,7908,2017,29.41
5192,7908,2018,28.76
5193,7908,2019,26.78
5194,7908,2020,26.21
5195,7908,2021,26.87
5196,7917,2016,45.14
5197,7917,2017,51.48
5198,7917,2018,50.05
5199,7917,2019,42.13
5200,7917,2020,44.22
5201,7917,2021,43.63
5202,7925,2016,18.81
5203,7925,2017,16.88
5204,7925,2018,17.24
5205,7925,2019,16.69
5206,7925,2020,17.01
5207,7925,2021,18.54
5208,7927,2016,202.85
5209,7927,2017,179.71
5210,7927,2018,193.8
5211,7927,2019,159.59
5212,7927,2020,141.52
5213,7927,2021,108.62
5214,7928,2016,15.95
5215,7928,2017,17.27
5216,7928,2018,16.81
5217,7928,2019,21.45
5218,7928,2020,17.61
5219,7928,2021,17.62
5220,7931,2016,18.28
5221,7931,2017,19.49
5222,7931,2018,18.37
5223,7931,2019,26.33
5224,7931,2020,24.1
5225,7931,2021,25.08
5226,7940,2016,289.78
5227,7940,2017,243.23
5228,7940,2018,238.51
5229,7940,2019,220.54
5230,7940,2020,116.72
5231,7940,2021,149.0
5232,7942,2016,60.97
5233,7942,2017,64.81
5234,7942,2018,69.13
5235,7942,2019,65.1
5236,7942,2020,64.62
5237,7942,2021,65.75
5238,7943,2016,103.59
5239,7943,2017,91.34
5240,7943,2018,88.82
5241,7943,2019,84.23
5242,7943,2020,66.46
5243,7943,2021,69.49
5244,7947,2016,151.22
5245,7947,2017,153.57
5246,7947,2018,148.97
5247,7947,2019,129.91
5248,7947,2020,126.44
5249,7947,2021,120.67
5250,7950,2016,15.01
5251,7950,2017,14.2
5252,7950,2018,13.65
5253,7950,2019,13.72
5254,7950,2020,11.2
5255,7950,2021,13.29
5256,7970,2016,38.66
5257,7970,2017,53.39
5258,7970,2018,51.23
5259,7970,2019,38.96
5260,7970,2020,39.62
5261,7970,2021,44.75
5262,7971,2016,146.15
5263,7971,2017,137.13
5264,7971,2018,135.07
5265,7971,2019,143.17
5266,7971,2020,126.25
5267,7971,2021,141.26
5268,7985,2016,224.94
5269,7985,2017,209.26
5270,7985,2018,215.88
5271,7985,2019,192.95
5272,7985,2020,162.22
5273,7985,2021,182.87
5274,7988,2016,124.07
5275,7988,2017,67.02
5276,7988,2018,73.29
5277,7988,2019,84.48
5278,7988,2020,69.5
5279,7988,2021,65.39
5280,7989,2016,39.33
5281,7989,2017,37.15
5282,7989,2018,35.24
5283,7989,2019,35.58
5284,7989,2020,32.47
5285,7989,2021,29.3
5286,7995,2016,57.81
5287,7995,2017,51.33
5288,7995,2018,50.38
5289,7995,2019,43.38
5290,7995,2020,45.86
5291,7995,2021,49.33
5292,8011,2016,62.42
5293,8011,2017,55.88
5294,8011,2018,62.12
5295,8011,2019,60.8
5296,8011,2020,57.74
5297,8011,2021,52.07
5298,8013,2016,57.41
5299,8013,2017,51.22
5300,8013,2018,53.89
5301,8013,2019,49.67
5302,8013,2020,88.52
5303,8013,2021,83.29
5304,8016,2016,20.94
5305,8016,2017,22.5
5306,8016,2018,43.35
5307,8016,2019,83.54
5308,8016,2020,128.59
5309,8016,2021,70.28
5310,8029,2016,39.68
5311,8029,2017,33.5
5312,8029,2018,15.64
5313,8029,2019,74.47
5314,8029,2020,73.1
5315,8029,2021,80.9
5316,8040,2016,55.98
5317,8040,2017,53.68
5318,8040,2018,53.82
5319,8040,2019,63.84
5320,8040,2020,111.43
5321,8040,2021,79.26
5322,8107,2016,78.35
5323,8107,2017,97.45
5324,8107,2018,97.47
5325,8107,2019,140.86
5326,8107,2020,185.66
5327,8107,2021,1423.13
5328,8111,2016,127.2
5329,8111,2017,149.46
5330,8111,2018,138.01
5331,8111,2019,107.57
5332,8111,2020,101.71
5333,8111,2021,77.21
5334,8113,2016,57.07
5335,8113,2017,63.55
5336,8113,2018,43.95
5337,8113,2019,40.6
5338,8113,2020,45.96
5339,8113,2021,42.06
5340,8118,2016,17.33
5341,8118,2017,17.23
5342,8118,2018,16.39
5343,8118,2019,14.72
5344,8118,2020,14.07
5345,8118,2021,14.54
5346,8127,2016,42.3
5347,8127,2017,34.38
5348,8127,2018,33.01
5349,8127,2019,35.34
5350,8127,2020,32.6
5351,8127,2021,32.22
5352,8143,2016,72.08
5353,8143,2017,63.23
5354,8143,2018,48.14
5355,8143,2019,67.14
5356,8143,2020,377.89
5357,8143,2021,263.3
5358,9385,2016,218.33
5359,9385,2017,211.6
5360,9385,2018,188.2
5361,9385,2019,246.2
5362,9385,2020,123.96
5363,9385,2021,154.03
5364,9845,2016,97.11
5365,9845,2017,87.97
5366,9845,2018,80.29
5367,9845,2019,62.83
5368,9845,2020,59.04
5369,9845,2021,54.68
