,code,îNî≈,åéïΩãœécã∆éûä‘,óLãxéÊìæó¶/ëOä˙,ä«óùêEÅEèóê´î‰ó¶,ïΩãœîNóÓçáåv/ëOä˙,fusaiRate,ÉÅÉìÉ^ÉãÉwÉãÉXãxêEé“ó¶,ïΩãœîNä‘ããó^/ëOä˙ÅiëŒêîÅj,è]ã∆àıêîçáåv/ëOä˙ÅiëŒêîÅj,é©å»ìsçáó£êEó¶
419,4043,2021,10.4,72.4,1.3,42.0,109.87,0.004847309743092583,6.8595747150945465,3.3144992279731516,0.010395010395010396
420,1949,2018,34.5,30.7,2.2,43.3,79.83,0.007346938775510204,6.886412206656983,3.0881360887005513,0.015806988352745424
421,1949,2019,35.5,34.4,1.3,43.7,82.09,0.006269592476489028,6.892106796172064,3.1058506743851435,0.015510204081632653
422,1949,2020,37.8,32.8,0.9,43.5,71.78,0.0074682598954443615,6.891480309901984,3.126780577012009,0.02037617554858934
423,1949,2021,38.3,40.4,0.8,43.6,74.49,0.009771986970684038,6.889022263207028,3.1861083798132053,0.014189693801344288
424,4536,2020,11.9,60.5,10.7,42.7,20.21,0.005518763796909493,6.913389943631755,3.2581581933407944,0.032240133407448586
425,4536,2021,11.2,83.5,12.6,42.9,22.3,0.004891304347826087,6.918449742401158,3.2648178230095364,0.030353200883002206
426,2001,2018,18.8,55.4,6.8,40.1,76.86,0.0020491803278688526,6.8544739567821935,2.9894498176666917,0.016293279022403257
427,2001,2019,17.4,61.9,6.8,39.9,71.7,0.0010204081632653062,6.853178998699173,2.9912260756924947,0.027663934426229508
428,2001,2020,17.0,66.7,8.0,40.0,69.92,0.005988023952095809,6.8620667672371845,3.0008677215312267,0.02142857142857143
429,2001,2021,15.4,75.5,8.2,40.0,71.04,0.00975609756097561,6.860720257054844,3.010723865391773,0.017964071856287425
430,2801,2018,12.1,74.6,7.4,42.7,140.1,0.011389521640091117,6.903126791889699,2.6424645202421213,0.05145413870246085
431,2801,2019,12.6,69.8,7.1,43.0,154.02,0.008988764044943821,6.90763860717228,2.6483600109809315,0.06150341685649203
432,2801,2020,12.0,76.7,9.7,43.2,156.84,0.015350877192982455,6.901565655700932,2.658964842664435,0.02696629213483146
433,2801,2021,11.3,77.8,8.0,42.8,194.87,0.008456659619450317,6.900930253674231,2.6748611407378116,0.043859649122807015
434,5930,2019,15.0,30.6,0.3,43.3,104.58,0.002048131080389145,6.813758339298704,3.2907022432878543,0.019311064718162838
435,5930,2020,21.0,51.2,0.8,43.4,87.08,0.004622496147919877,6.808241906017398,3.2893659515200318,0.016897081413210446
436,5930,2021,25.0,62.1,0.8,43.4,94.02,0.007172131147540984,6.841302332566383,3.290479813330673,0.019517205957883924
437,3407,2018,18.7,77.5,3.0,43.1,126.05,0.016856987493202826,6.886673372451748,3.8666417205660397,0.01697792869269949
438,3407,2019,18.7,77.8,3.3,42.7,157.89,0.01507470651013874,6.883389248772629,3.874829577879722,0.0076128330614464385
439,3407,2020,19.5,75.1,3.4,42.3,189.66,0.03290396633082515,6.896066658411816,3.8943714538562375,0.01027214514407684
440,3407,2021,19.6,88.2,3.7,41.8,178.48,0.02823215800315037,6.88598399717888,3.916611845109346,0.009565106491518939
441,1820,2018,35.6,19.8,0.0,43.5,134.5,0.006389776357827476,6.8882099440292315,3.398634324538392,0.017024726388325903
442,1820,2019,36.8,23.5,1.2,44.0,149.56,0.005520504731861199,6.905113853448004,3.404149249209695,0.014776357827476038
443,1820,2020,37.0,29.3,1.5,44.4,128.42,0.005372217958557176,6.922383491609524,3.415974411376566,0.013012618296529969
444,1820,2021,36.1,41.9,0.0,44.3,212.56,0.004843517138599106,6.937952270092834,3.4287825114969546,0.015349194167306216
445,4523,2018,8.6,59.3,6.0,42.8,66.35,0.008493236866939289,7.016584405979757,3.5022905279147727,0.0273972602739726
446,4523,2019,9.7,62.2,7.2,44.7,43.26,0.008511979823455234,7.018976213083718,3.501333178645566,0.036489462094998426
447,4523,2020,10.5,65.5,8.2,45.3,47.26,0.013057324840764332,7.041082527654154,3.496929648073215,0.02742749054224464
448,5803,2018,30.8,55.8,1.8,40.5,275.64,0.005282405526208858,6.85769425778655,3.3911116137028023,0.011829652996845425
449,5803,2019,29.3,60.3,2.1,41.6,354.63,0.009244992295839754,6.868703202278537,3.4143046881283317,0.017066233238520925
450,5803,2020,27.1,62.1,2.9,41.6,432.28,0.011940298507462687,6.854670331895336,3.428134794028789,0.015408320493066256
451,5803,2021,25.3,68.1,3.4,41.6,295.54,0.010131332082551596,6.846769953537219,3.425697213362591,0.023880597014925373
452,2809,2018,25.9,56.0,7.0,38.7,70.56,0.006374501992031873,6.780073015816539,3.399673721481038,0.02896825396825397
453,2809,2019,21.5,60.8,7.6,39.2,69.41,0.008719778042013475,6.775384323034728,3.4019172505175748,0.026294820717131476
454,2809,2020,18.7,59.6,8.4,39.8,60.52,0.01076555023923445,6.779480615844198,3.399327532158679,0.027348394768133173
455,2809,2021,18.4,74.6,9.4,40.3,68.01,0.009807928075194115,6.77920003467597,3.388633969351789,0.02711323763955343
456,5986,2018,14.9,49.7,1.7,37.9,82.91,0.0,6.701306984591611,2.510545010206612,0.012698412698412698
457,5986,2019,16.2,64.6,1.6,38.0,64.0,0.0,6.716857145248016,2.514547752660286,0.046296296296296294
458,3512,2018,1.4,53.4,2.8,43.5,30.89,0.008733624454148471,6.785821590785035,2.660865478003869,0.004282655246252677
459,3512,2019,1.3,54.3,2.9,43.8,31.66,0.0043859649122807015,6.794645493434327,2.658964842664435,0.013100436681222707
460,3512,2020,1.3,60.5,3.0,43.9,32.34,0.0022123893805309734,6.7988075568980895,2.655138434811382,0.008771929824561403
461,3512,2021,1.5,54.6,4.4,44.0,33.42,0.004524886877828055,6.795325990761194,2.645422269349092,0.004424778761061947
462,1869,2018,27.8,47.1,0.0,41.4,81.18,0.0021141649048625794,6.919078092376074,2.975891136401793,0.03205128205128205
463,1869,2019,27.2,51.4,0.5,41.2,76.11,0.0010330578512396695,6.919078092376074,2.9858753573083936,0.019027484143763214
464,1869,2020,31.6,54.6,0.6,41.2,73.23,0.003061224489795918,6.921842481405858,2.9912260756924947,0.012396694214876033
465,1869,2021,39.9,54.5,0.6,41.3,64.37,0.006066734074823054,6.92895884088083,2.9951962915971793,0.025510204081632654
466,8113,2018,22.0,54.8,9.1,41.1,43.95,0.006772009029345372,6.9379140927145615,3.123524980942732,0.023901310717039322
467,8113,2019,19.7,55.6,7.0,41.0,40.6,0.00357653791130186,6.93396368743131,3.1455071714096627,0.03160270880361174
468,8113,2020,19.6,60.0,10.7,41.0,45.96,0.002079002079002079,6.930942921471813,3.159266331093494,0.0357653791130186
469,8113,2021,17.6,63.4,11.9,41.4,42.06,0.002772002772002772,6.925590116009426,3.159266331093494,0.03465003465003465
470,4186,2019,19.1,74.7,2.5,43.1,20.46,0.005067567567567568,6.910410939914688,3.073351702386901,0.01854974704890388
471,4186,2020,20.2,75.3,3.0,43.3,22.57,0.0025020850708924102,6.912168896059627,3.0788191830988487,0.01097972972972973
472,4186,2021,17.5,78.3,3.3,43.3,27.21,0.0008123476848090983,6.896029912396227,3.090258052931316,0.012510425354462052
473,4620,2018,18.0,67.2,1.1,40.2,30.56,0.0,6.84048223639357,2.5899496013257077,0.020512820512820513
474,4620,2019,18.3,68.6,1.1,40.3,25.63,0.0025380710659898475,6.839474087797196,2.595496221825574,0.010282776349614395
475,4620,2020,16.6,72.6,1.0,40.7,26.88,0.0049261083743842365,6.835254282719457,2.6085260335771943,0.02030456852791878
476,4620,2021,13.9,70.8,1.0,40.7,24.62,0.002347417840375587,6.834149741499633,2.629409599102719,0.022167487684729065
477,2875,2018,25.5,42.4,4.4,39.6,45.76,0.004458314757021846,6.775901578891674,3.350829273582968,0.03188662533215235
478,2875,2019,24.5,49.2,4.7,40.1,47.7,0.002240143369175627,6.755112266395071,3.348694190265541,0.03700401248328132
479,2875,2020,22.9,60.8,5.5,40.9,44.27,0.0022123893805309734,6.746400644491561,3.3541084391474008,0.03808243727598566
480,2875,2021,20.2,66.2,6.4,41.0,43.4,0.004066877541798464,6.764796334271218,3.344981413927258,0.05442477876106195
481,4045,2018,7.7,92.2,1.6,46.3,43.75,0.007569386038687973,6.817837891410935,3.0751818546186915,0.02035830618892508
482,4045,2019,9.1,95.7,1.6,46.0,39.47,0.0076726342710997444,6.830787231220534,3.0692980121155293,0.018502943650126155
483,4045,2020,8.0,91.0,2.4,45.1,36.96,0.005847953216374269,6.834069565348809,3.0780941504064105,0.03836317135549872
484,4045,2021,8.5,89.3,2.3,45.5,39.83,0.005636070853462158,6.837958125521008,3.0941215958405612,0.014202172096908938
485,7943,2020,17.0,43.4,2.2,44.2,66.46,0.00784313725490196,6.8431935215858735,3.1055101847699738,0.02981651376146789
486,7943,2021,13.0,58.5,1.6,43.7,69.49,0.006870229007633588,6.838282123867803,3.1172712956557644,0.03137254901960784
487,1813,2021,30.2,51.4,1.8,46.6,70.3,0.0,6.876966064903805,2.886490725172482,0.017287234042553192
488,3405,2018,11.2,79.9,2.2,40.8,87.89,0.0035440047253396337,6.833626484372387,3.5296869537729165,0.011121130147279832
489,3405,2019,11.6,74.2,2.3,41.3,103.95,0.003131524008350731,6.828613629465857,3.583425500406507,0.010632014176018901
490,3405,2020,12.2,84.3,3.0,41.0,144.26,0.0052251803931326205,6.845257768964611,3.604118006192035,0.011482254697286013
491,3405,2021,11.7,87.8,3.8,40.9,140.35,0.0026309495336044007,6.8447423312859295,3.621280167550415,0.009703906444389152
492,3002,2019,6.4,65.3,1.7,43.2,35.52,0.001707455890722823,6.752844743810215,3.244771761495295,0.02618657937806874
493,3002,2020,7.5,65.3,1.8,43.3,26.36,0.0064591896652965355,6.765682931679708,3.231214647962601,0.02390438247011952
494,3002,2021,6.7,66.4,1.6,43.3,26.31,0.002294893861158921,6.774296477947026,3.2412973871099933,0.029359953024075163
495,4527,2019,14.2,65.3,18.9,40.3,37.79,0.0064285714285714285,6.873494982256169,3.146128035678238,0.01792573623559539
496,4527,2020,14.3,70.1,21.1,40.6,33.55,0.007462686567164179,6.867879783458379,3.1684974835230326,0.035
497,4527,2021,13.0,71.6,23.0,41.0,40.63,0.009810333551340745,6.854731017213942,3.1844074854123203,0.03188602442333786
498,4626,2019,15.1,69.7,5.6,40.3,106.45,0.012345679012345678,6.902327946306723,1.9084850188786497,0.08235294117647059
499,1964,2018,18.7,58.7,1.6,43.6,100.1,0.0,6.923550715004793,2.655138434811382,0.026490066225165563
500,1964,2021,21.6,62.0,0.9,43.8,59.76,0.0,6.934820719548133,2.656098202012832,0.02748414376321353
501,5707,2018,8.0,60.0,0.0,41.9,143.45,0.0,6.685473019722759,2.8221680793680175,0.016666666666666666
502,5707,2019,8.1,60.1,2.4,41.6,191.06,0.0,6.738939031203479,2.82865989653532,0.016566265060240965
503,5707,2020,8.6,63.7,2.2,41.6,155.01,0.0,6.752893154884593,2.8432327780980096,0.017804154302670624
504,5707,2021,8.6,68.6,2.3,41.9,207.65,0.0028530670470756064,6.7166709755601355,2.8457180179666586,0.03730272596843615
505,4901,2018,18.6,67.2,6.7,44.3,56.69,0.0031691155286660906,6.944482672150168,4.142514604999374,0.012256464753808005
506,4901,2019,18.1,65.7,6.9,44.5,48.18,0.0036229205175600738,6.949390006644912,4.131137273778607,0.011091904350331317
507,4901,2020,20.5,71.4,5.8,44.1,39.17,0.004416298641779851,6.949390006644912,4.079217435746567,0.013308687615526803
508,4901,2021,20.5,68.7,5.4,44.1,36.51,0.006997506635566637,6.954242509439325,4.094575933649249,0.02458128489292559
509,4917,2018,13.1,62.2,4.7,41.0,15.78,0.008960573476702509,6.903778828614698,2.7466341989375787,0.01303538175046555
510,4917,2019,11.3,57.0,5.6,41.0,17.16,0.0156794425087108,6.92348830534033,2.7589118923979736,0.007168458781362007
511,4917,2020,12.0,72.1,7.5,41.1,20.38,0.0017064846416382253,6.925328080669612,2.767897616018091,0.006968641114982578
512,4917,2021,14.7,84.4,6.4,41.1,16.46,0.001644736842105263,6.91998220985878,2.783903579272735,0.015358361774744027
513,5122,2018,18.5,51.1,1.7,38.5,68.19,0.0,6.7589678023219895,3.0068937079479006,0.016494845360824743
514,5122,2019,18.1,53.8,2.2,38.3,64.68,0.0,6.776200440021909,3.028977705208778,0.01968503937007874
515,3880,2020,22.0,64.4,1.5,41.2,325.97,0.005658242172764994,6.784138234891661,3.4234097277330933,0.02786624203821656
516,3880,2021,23.5,78.7,2.2,41.8,215.93,0.006491027109583811,6.791613184743935,3.418135498425232,0.053187476423990944
517,5334,2019,21.2,77.0,1.3,38.2,74.22,0.005762179151388162,6.817610515330577,3.7579271831133294,0.023605525441510754
518,5334,2020,21.0,78.4,1.5,38.6,84.68,0.005722212588867696,6.839604609117334,3.7609499514108973,0.013794307665444386
519,5334,2021,19.0,83.5,2.0,39.3,69.71,0.005099439061703213,6.82991213089291,3.7695988483874463,0.017513438529564766
520,1803,2018,39.3,42.6,1.6,44.5,154.41,0.0019173617102866455,6.985022082109535,4.018325945402921,0.009077011274603478
521,1803,2019,36.6,47.5,1.6,44.5,158.72,0.002126014688828759,6.985561187773345,4.014856420044506,0.00881986386731857
522,1803,2020,32.5,49.9,2.1,44.4,134.27,0.001934984520123839,7.0043643711077515,4.014352500651009,0.00676459219172787
523,1803,2021,33.1,51.2,2.5,42.9,150.21,0.0027927580893682587,7.002900068611387,4.016364679456294,0.008320433436532508
524,1925,2018,30.4,53.5,2.9,38.7,127.84,0.0038682139522475656,6.94404564091546,4.1759175065100935,0.025442856165788934
525,1925,2019,29.6,55.1,2.9,38.7,126.92,0.0042103899468843116,6.95119365313979,4.18859103659399,0.031345871682006136
526,1925,2020,29.7,56.5,3.6,38.8,126.4,0.005219797497012767,6.957755170991829,4.201424437579911,0.030250032387614974
527,1925,2021,30.2,68.4,4.2,38.9,121.99,0.006026319025950067,6.963066535893642,4.211173956728494,0.032073454499717
528,7947,2018,10.9,34.9,5.9,40.1,148.97,0.0024783147459727386,6.81298016603948,2.90687353472207,0.022641509433962263
529,7947,2019,10.5,39.5,6.0,40.4,129.91,0.0024600246002460025,6.816042340921997,2.910090545594068,0.01734820322180917
530,7947,2020,10.0,53.1,7.3,40.4,126.44,0.0011792452830188679,6.815511337362764,2.9283958522567137,0.02952029520295203
531,7947,2021,9.9,53.6,7.5,40.5,120.67,0.0,6.821251431545941,2.9469432706978256,0.014150943396226415
532,1822,2018,49.2,17.1,0.4,44.8,134.22,0.004273504273504274,6.853889162042733,2.971275848738105,0.018599562363238512
533,1822,2019,49.7,17.5,0.4,44.9,136.69,0.008307372793354102,6.877770551984092,2.9836262871245345,0.01282051282051282
534,1822,2020,49.5,18.6,0.9,45.1,134.77,0.0050200803212851405,6.8867571986931235,2.998259338423699,0.024922118380062305
535,1822,2021,49.8,39.7,1.2,45.2,120.46,0.002976190476190476,6.906019929308016,3.0034605321095067,0.02208835341365462
536,5108,2018,21.6,75.7,1.8,39.3,37.21,0.004479694499522655,6.840168849240756,4.134081437462512,0.014086541934551758
537,5108,2019,24.2,73.3,3.0,39.8,50.7,0.004596527068437181,6.857392810920901,4.136910727481376,0.017037526621135345
538,5108,2020,24.9,75.0,2.5,40.1,62.23,0.004689165186500888,6.859318465097116,4.148448403523384,0.013716620458193492
539,5108,2021,22.2,79.5,2.9,40.0,55.57,0.004805382027871216,6.862250674597925,4.163370120225884,0.018756660746003552
540,4093,2018,10.8,40.8,0.0,41.9,133.62,0.0,6.771219901949533,2.0293837776852097,0.030303030303030304
541,4093,2019,10.0,43.2,0.0,41.4,113.0,0.0,6.770041554319668,2.0569048513364727,0.028037383177570093
542,4093,2020,8.8,44.6,0.0,41.5,112.75,0.0,6.7615519885641815,2.0718820073061255,0.0
543,4093,2021,9.3,54.9,0.0,41.6,115.15,0.0,6.763802224074593,2.060697840353612,0.01694915254237288
544,4063,2018,14.0,70.4,4.3,42.4,39.13,0.0003522367030644593,6.925982100327103,3.4531653925258574,0.004285714285714286
545,4063,2019,14.8,61.2,5.7,42.3,40.76,0.0024104683195592287,6.925930597868471,3.462996612028056,0.0
546,4063,2020,16.4,62.9,5.1,42.1,40.23,0.00033211557622052476,6.932423026376739,3.4787107555127594,0.004476584022038568
547,4063,2021,15.5,73.6,5.7,42.1,47.19,0.0,6.931915317081246,3.496929648073215,0.006974427100631019
548,4403,2018,12.9,66.1,2.9,42.5,46.5,0.0012062726176115801,6.868341678411153,3.2195845262142546,0.009052504526252263
549,4403,2019,13.6,65.2,3.3,42.8,41.92,0.001199040767386091,6.880693173157004,3.22219604630172,0.011459589867310011
550,4403,2020,14.7,66.4,3.6,43.1,43.98,0.0006067961165048543,6.89002365604241,3.216957207361097,0.011990407673860911
551,4403,2021,14.1,69.4,4.2,43.4,38.87,0.0005970149253731343,6.891906200518994,3.224014811372864,0.013956310679611651
552,2897,2019,25.0,73.0,3.9,40.2,62.12,0.006436781609195402,6.9014554333554505,3.337459261290656,0.025440313111545987
553,2897,2020,22.1,96.6,3.1,40.0,65.38,0.004488330341113106,6.897692230577403,3.3479151865016914,0.03816091954022988
554,2897,2021,21.0,90.8,3.3,39.8,69.48,0.004795117698343505,6.895847791660552,3.360593413565249,0.03770197486535009
555,2268,2018,40.8,34.5,10.0,40.9,95.11,0.0,6.878204230839158,2.3201462861110542,0.05339805825242718
556,3402,2018,20.5,83.9,4.5,37.2,137.99,0.0034626038781163434,6.843686960848052,3.858537197569639,0.013844662882458812
557,3402,2019,20.6,83.5,4.4,37.7,141.06,0.0036721311475409837,6.848876052357241,3.8822398480188234,0.015235457063711912
558,3402,2020,20.0,85.0,4.9,38.1,132.14,0.0026367831245880024,6.857043715247887,3.879955585122749,0.01337704918032787
559,3402,2021,19.4,91.7,5.1,38.5,115.4,0.004492600422832981,6.857399143456402,3.878981123393736,0.02043506921555702
560,2502,2018,21.6,64.2,8.1,43.0,151.54,0.0050330292544825414,7.005309236848516,3.5022905279147727,0.0031635558367605187
561,2502,2019,21.1,64.3,8.4,42.9,112.02,0.008400746733042938,6.996642991355473,3.5070458724273257,0.004403900597672224
562,2502,2020,20.6,69.1,19.1,43.0,177.39,0.008353960396039604,6.991794496369155,3.5094713521025485,0.005600497822028625
563,2502,2021,19.5,70.0,6.8,42.9,147.66,0.009579728059332509,6.9796240282221955,3.5100085129402347,0.007425742574257425
564,4539,2018,2.1,32.6,11.2,40.8,206.06,0.002074688796680498,6.839303163071876,2.6830470382388496,0.030425963488843813
565,4539,2019,2.0,39.0,10.4,40.4,211.66,0.0,6.832693512489633,2.680335513414563,0.04771784232365145
566,4516,2018,5.0,63.2,4.9,40.7,21.4,0.0023161551823972205,6.879841055986563,3.237292337567459,0.005750431282346176
567,5901,2018,33.0,48.5,1.0,40.6,52.86,0.008725459644749143,6.865887959107042,3.506369717095504,0.015238571071696228
568,5901,2019,32.0,52.9,2.4,40.1,47.16,0.012746972594008922,6.8742102552751465,3.496652939250918,0.020255531318167652
569,5901,2020,31.0,55.4,2.6,40.2,44.88,0.011411182959300114,6.873233792382081,3.419790586106363,0.019757807520713832
570,5901,2021,31.7,62.9,2.1,40.4,41.97,0.014774494556765163,6.867468018204771,3.4102709642521845,0.030429821224800303
571,4028,2018,6.6,75.4,3.9,43.2,128.6,0.011131725417439703,6.802577735612135,3.03261876085072,0.028933092224231464
572,4028,2019,7.2,75.9,4.1,43.7,124.1,0.011538461538461539,6.812742946148018,3.0170333392987803,0.017625231910946195
573,4028,2020,6.6,75.6,4.9,44.1,125.87,0.013084112149532711,6.8238346222666255,3.0293837776852097,0.020192307692307693
574,4028,2021,5.6,77.0,5.3,43.9,110.48,0.011754068716094032,6.8272119420638955,3.0437551269686796,0.01588785046728972
575,4519,2018,18.0,60.1,12.0,41.7,20.55,0.013267626990144048,6.979760599065553,3.7223047868743278,0.008617234468937876
576,4519,2019,18.3,59.6,12.7,42.7,21.65,0.021088572002410124,6.979128854905111,3.6971421262754594,0.009666413949962092
577,4519,2020,9.3,67.9,11.0,43.0,28.56,0.022632519356759976,6.992971352819666,3.702171950857711,0.014259891544486845
578,4519,2021,17.9,64.0,12.5,43.0,30.8,0.019183168316831683,7.007454167375018,3.68556261115823,0.013500099265435776
579,2206,2020,24.5,71.0,5.0,43.2,47.72,0.009478672985781991,6.9179029145556035,3.1693804953119495,0.02168021680216802
580,2004,2018,14.7,54.8,4.1,39.2,97.29,0.002575107296137339,6.839357924141498,3.0663259253620376,0.02366345311130587
581,2004,2019,13.4,55.1,4.4,39.3,95.74,0.0017123287671232876,6.833900956250422,3.0674428427763805,0.014592274678111588
582,2004,2020,13.3,58.2,5.0,39.3,108.76,0.0017006802721088435,6.843980155488133,3.0704073217401198,0.012842465753424657
583,2004,2021,10.0,60.2,6.6,39.3,117.94,0.0,6.832436864939817,3.079904467666721,0.01870748299319728
584,5991,2018,23.6,87.2,0.5,40.2,118.58,0.008001778172927318,6.853188498733203,3.653115993165567,0.013045434098065677
585,5991,2019,24.4,87.2,0.9,40.3,117.83,0.00411968777103209,6.855423382266469,3.6638892986226614,0.012447210491220271
586,5991,2020,23.4,89.4,1.2,40.0,122.55,0.00426829268292683,6.8575913673478786,3.69196510276736,0.011274934952298352
587,5991,2021,21.2,89.9,1.9,40.0,102.85,0.0045589692765113975,6.863089051575593,3.7028611705729295,0.011585365853658536
588,1975,2018,41.6,38.9,0.0,44.7,166.78,0.008036739380022962,6.932187167687093,2.9400181550076634,0.01710376282782212
589,1975,2019,41.4,42.6,0.0,44.8,160.71,0.008928571428571428,6.956883226777802,2.9523080096621253,0.024110218140068886
590,1975,2020,44.4,43.1,0.0,44.9,111.13,0.0054525627044711015,6.991595202036439,2.962369335670021,0.015625
591,1975,2021,47.6,43.6,0.5,44.9,108.65,0.010752688172043012,6.943352332914178,2.9684829485539352,0.016357688113413305
592,2594,2018,14.8,41.0,2.3,44.1,35.59,0.0023752969121140144,6.785857573609136,2.9253120914996495,0.014527845036319613
593,2914,2020,17.8,82.0,6.2,42.7,86.98,0.0029502480890438512,6.915124659701349,3.8725641430906514,0.00886041439476554
594,2914,2021,17.3,85.0,6.5,43.0,85.1,0.006966773847802787,6.932387962747618,3.8729716307384434,0.009789459568190962
595,7888,2018,19.4,59.8,1.7,41.5,112.02,0.0017605633802816902,6.682145076373832,2.754348335711019,0.01639344262295082
596,7888,2019,17.8,63.5,1.9,41.2,90.96,0.0017211703958691911,6.680607428991788,2.7641761323903307,0.02112676056338028
597,7888,2020,20.2,65.0,2.5,40.5,90.52,0.0,6.680607428991788,2.780317312140151,0.022375215146299483
598,7886,2018,10.0,60.0,7.4,45.4,295.87,0.0,6.6306312440205,2.0569048513364727,0.06481481481481481
599,7886,2019,12.0,65.0,3.6,44.1,290.84,0.0,6.651665603922935,2.037426497940624,0.0
600,7886,2020,10.0,70.0,3.6,43.5,385.62,0.0,6.625723909525756,2.089905111439398,0.05504587155963303
601,7886,2021,12.3,64.5,0.0,45.8,352.07,0.0,6.669037800885156,2.0253058652647704,0.0
602,5970,2020,28.4,58.0,2.6,38.9,56.14,0.008532423208191127,6.803898492293827,3.068927611682072,0.03675213675213675
603,5970,2021,25.8,62.0,2.0,39.1,64.33,0.00774526678141136,6.792262923111174,3.065206128054312,0.028156996587030716
604,4919,2018,27.7,34.2,6.9,35.9,19.17,0.0049504950495049506,6.820994029574022,2.782472624166286,0.010362694300518135
605,4919,2019,29.2,34.5,9.3,36.1,16.63,0.010086455331412104,6.832341613244352,2.841359470454855,0.024752475247524754
606,5979,2018,13.0,47.0,0.0,42.0,15.02,0.0,6.644662670932245,2.385606273598312,0.03292181069958848
607,5979,2019,14.0,46.7,0.0,41.9,15.51,0.0,6.660665637606189,2.380211241711606,0.037037037037037035
608,5979,2020,13.0,55.2,0.0,41.8,15.01,0.004219409282700422,6.674940922395466,2.374748346010104,0.029166666666666667
609,5979,2021,12.3,62.7,0.0,40.5,15.57,0.0,6.678852575231316,2.3654879848909,0.05063291139240506
610,5162,2018,15.1,59.7,1.8,37.6,147.35,0.0037174721189591076,6.660049603966535,2.429752280002408,0.02214022140221402
611,5162,2019,18.0,58.9,1.7,38.8,147.98,0.0,6.660560796071059,2.44870631990508,0.022304832713754646
612,5162,2020,16.0,62.6,6.5,38.4,144.85,0.0,6.707496169419193,2.48572142648158,0.028469750889679714
613,5162,2021,13.8,73.3,6.3,38.7,120.77,0.0,6.682449427292181,2.5024271199844326,0.0
614,1662,2018,13.3,70.5,4.5,39.6,19.54,0.010033444816053512,6.909266313833394,2.952792443044092,0.008869179600886918
615,1662,2019,9.5,70.3,5.4,40.7,16.35,0.0087527352297593,6.906394416470644,2.960946195733831,0.016722408026755852
616,1662,2020,15.0,68.8,5.2,40.5,29.05,0.0055309734513274336,6.922947840765915,2.9561684304753633,0.018599562363238512
617,1662,2021,18.6,74.2,5.6,40.9,25.21,0.007616974972796518,6.938443817076605,2.9633155113861114,0.02654867256637168
618,2819,2019,9.5,71.5,4.8,41.6,47.93,0.0,6.847049586962942,2.7015679850559273,0.018145161290322582
619,2229,2018,14.8,60.2,21.5,40.2,27.98,0.0039548022598870055,6.881457356489563,3.247973266361807,0.009849362688296639
620,2229,2021,14.4,68.6,20.4,40.3,25.05,0.0056657223796034,6.857332496431268,3.2467447097238415,0.012103746397694525
621,4968,2018,19.1,62.8,1.0,41.0,58.46,0.0013386880856760374,6.848004271497269,2.873320601815399,0.016194331983805668
622,4968,2019,18.1,64.4,1.0,41.1,62.82,0.0013297872340425532,6.8567288903828825,2.876217840591642,0.01740294511378849
623,4968,2020,16.8,68.3,1.0,41.3,68.74,0.0,6.851380667965596,2.88930170250631,0.015957446808510637
624,4968,2021,17.2,68.3,1.0,41.6,76.67,0.007772020725388601,6.833019547076532,2.887617300335736,0.01806451612903226
625,4922,2021,20.6,66.6,13.1,42.3,22.12,0.0039946737683089215,6.938126130111522,2.8756399370041685,0.018820577164366373
626,4926,2018,25.0,56.4,87.3,35.2,22.95,0.012773722627737226,6.6105149482086585,3.0398105541483504,0.15875754961173424
627,4926,2019,24.0,46.7,88.4,35.8,24.21,0.011267605633802818,6.620230610480454,3.0273496077747564,0.17883211678832117
628,4926,2020,19.9,60.7,87.5,36.1,25.09,0.006535947712418301,6.6669034330011865,3.029789470831856,0.13708920187793427
629,4926,2021,15.5,76.2,88.7,36.4,53.28,0.012487992315081652,6.609777158594666,3.017450729510536,0.11297852474323063
630,4368,2021,14.2,66.2,1.2,42.4,24.6,0.006423982869379015,6.81444258481173,2.6693168805661123,0.029213483146067417
631,4971,2021,17.3,73.7,20.5,42.1,20.65,0.0,6.844481214230671,2.3636119798921444,0.022222222222222223
632,4985,2020,10.4,74.3,6.5,42.4,78.11,0.003147128245476003,6.816932173518162,3.104145550554008,0.012728719172633254
633,4985,2021,11.0,73.0,6.7,42.9,68.8,0.003952569169960474,6.8097472624168685,3.1020905255118367,0.00865460267505901
634,4967,2019,10.4,61.8,7.3,40.3,35.79,0.011049723756906077,6.81557728348283,3.1027766148834415,0.01062959934587081
635,4967,2020,10.6,67.2,9.6,40.9,31.62,0.0029717682020802376,6.838529735433411,3.1290450598879582,0.018942383583267563
636,4967,2021,12.1,70.9,8.5,40.4,30.14,0.003536067892503536,6.833371598799079,3.150449409460881,0.021545319465081723
637,5741,2020,29.9,56.1,3.4,39.9,191.85,0.01403148528405202,6.822984426242897,3.465680211598278,0.031217116801122415
638,5741,2021,27.2,64.8,3.7,40.1,180.21,0.014222824246528954,6.81518311813288,3.4702634469650784,0.03456536618754278
639,3434,2021,9.5,58.6,1.1,42.9,103.69,0.009478672985781991,6.78152639444688,2.625312450961674,0.034722222222222224
640,3955,2018,19.8,47.1,2.0,40.6,39.61,0.008793969849246231,6.728409546722967,2.900913067737669,0.033962264150943396
