,証券コード,環境(5),企業統治(5),社会性(5),30歳平均賃金,月平均残業時間,有休取得率/前期,従業員の能力・評価結果の公開,勤続年数合計/前期,3年以内離職率,資産合計,自己資本,純利益,ROA,ROE
366,7272.0,5.0,5.0,5.0,286932.0,9.9,84.2,1.0,17.7,0.0381679389312977,847681.0,501054.0,103171.0,12.170969975733795,20.590794604972718
367,7261.0,5.0,5.0,5.0,292270.0,14.9,86.3,1.0,17.4,0.0676100628930817,2327779.0,1061778.0,84529.0,3.631315515777056,7.96108037650055
368,7241.0,4.0,3.0,3.0,356444.0,20.1,87.1,2.0,15.3,0.0964912280701754,174152.0,58039.0,5730.0,3.290229225044788,9.872671824118266
371,7203.0,5.0,5.0,5.0,327300.0,19.8,87.9,1.0,18.2,0.0592515592515592,20991040.0,14607272.0,1693947.0,8.069857424882237,11.596600652058783
372,6902.0,5.0,4.0,5.0,326118.0,14.8,96.6,1.0,22.1,0.0516717325227963,4583941.0,2515249.0,201389.0,4.393359338612779,8.006722197285438
373,7236.0,5.0,4.0,4.0,275940.0,13.1,61.5,1.0,17.0,0.1724137931034483,58587.0,31854.0,3901.0,6.658473722839537,12.246499654674452
374,7313.0,4.0,5.0,4.0,304155.0,11.3,96.6,1.0,17.1,0.04,163334.0,146171.0,20475.0,12.535663119742368,14.0075664803552
375,7239.0,4.0,4.0,4.0,260191.0,11.0,67.6,1.0,13.4,0.1923076923076923,92307.0,47186.0,-2852.0,-3.0896898393404615,-6.044165642351545
376,7408.0,3.0,4.0,4.0,268543.0,13.5,67.3,1.0,17.6,0.1666666666666666,85835.0,10590.0,-5413.0,-6.306285314848255,-51.11425873465534
377,7212.0,4.0,3.0,3.0,253724.0,5.9,92.1,1.0,16.7,0.12,56434.0,26652.0,3496.0,6.194847078002622,13.117214467957378
378,7278.0,4.0,4.0,4.0,275000.0,10.6,72.9,1.0,14.6,0.3113207547169811,176101.0,119460.0,9399.0,5.337278039306988,7.867905575087895
379,7202.0,5.0,4.0,5.0,374117.0,21.4,80.4,1.0,19.0,0.0721153846153846,1444294.0,751628.0,88928.0,6.157195141709375,11.831384674333579
380,7259.0,5.0,5.0,5.0,301763.0,22.2,98.0,1.0,15.8,0.1184593023255814,2625196.0,997020.0,335465.0,12.77866490730597,33.646767366752925
381,7240.0,5.0,4.0,4.0,278300.0,9.8,72.4,2.0,17.8,0.0544217687074829,418507.0,265416.0,22433.0,5.360244870456169,8.452014950116045
382,7242.0,4.0,5.0,4.0,269814.0,15.8,62.8,2.0,16.1,0.1442307692307692,248252.0,86299.0,18357.0,7.3945023605046485,21.271393643031786
383,7734.0,3.0,3.0,3.0,299830.0,18.1,66.6,1.0,15.9,0.2,62110.0,49198.0,5725.0,9.217517308001932,11.636651896418554
384,7701.0,5.0,5.0,5.0,314525.0,2.2,70.8,1.0,18.2,0.0338983050847457,368433.0,239413.0,36065.0,9.788753993263361,15.063927188582074
385,7715.0,3.0,3.0,3.0,226954.0,3.4,59.7,1.0,18.1,0.03125,36478.0,23653.0,2090.0,5.729480782937661,8.836088445440325
387,7780.0,3.0,3.0,3.0,247400.0,4.4,63.2,1.0,12.9,0.173076923076923,110775.0,56986.0,2660.0,2.4012638230647707,4.667813147088759
388,7730.0,3.0,3.0,3.0,302964.0,4.3,75.1,1.0,15.8,0.1818181818181818,41289.0,37533.0,5502.0,13.325583085083196,14.659099992007032
389,7731.0,5.0,5.0,5.0,312937.0,21.6,63.0,1.0,16.5,0.0363636363636363,721322.0,360202.0,29332.0,4.066422485381009,8.143208532989823
390,7732.0,4.0,3.0,4.0,344000.0,13.1,56.7,1.0,16.3,0.28,119874.0,58147.0,7551.0,6.299114069773262,12.986052590847336
391,4543.0,4.0,5.0,4.0,357142.0,16.1,59.9,1.0,17.2,0.0561224489795918,1282718.0,764705.0,62791.0,4.895152324984915,8.211140243623358
392,7740.0,5.0,4.0,4.0,278036.0,11.2,72.0,1.0,16.4,0.1,50662.0,37909.0,6298.0,12.43140815601437,16.613469097048196
393,7774.0,3.0,3.0,3.0,270250.0,13.0,59.0,1.0,8.4,0.0,7598.0,6666.0,-497.0,-6.541195051329297,-7.455745574557455
394,7762.0,4.0,4.0,5.0,289550.0,6.3,64.4,1.0,17.8,0.0526315789473684,226208.0,121190.0,5675.0,2.508753006082897,4.682729598151663
395,7733.0,5.0,5.0,5.0,330759.0,6.6,57.2,1.0,15.0,0.0716612377850162,900917.0,356833.0,84844.0,9.41751570899428,23.776948880849027
396,7727.0,3.0,3.0,3.0,241033.0,8.9,55.4,2.0,16.6,0.0714285714285714,18429.0,11327.0,259.0,1.4053936730153562,2.286571907830847
397,7811.0,3.0,3.0,3.0,270000.0,12.2,49.7,1.0,12.2,0.3,28389.0,12874.0,1186.0,4.1776744513720105,9.21236600901041
398,7875.0,3.0,4.0,3.0,248700.0,20.3,54.0,1.0,16.9,0.1111111111111111,17681.0,11186.0,688.0,3.8911826254171147,6.150545324512784
399,7914.0,4.0,5.0,4.0,257031.0,26.0,57.8,1.0,16.6,0.2463768115942029,122165.0,53515.0,1092.0,0.8938730405598986,2.0405493786788753
400,7953.0,2.0,2.0,2.0,283632.0,6.0,59.1,1.0,13.5,0.3043478260869565,15395.0,8691.0,-489.0,-3.176355959727184,-5.626510182947877
401,7966.0,5.0,4.0,4.0,297100.0,6.0,61.8,1.0,19.1,0.1447368421052631,259122.0,183607.0,17411.0,6.7192287802656665,9.48275392550393
402,7951.0,5.0,5.0,5.0,290900.0,16.5,71.4,2.0,19.4,0.0491803278688524,374674.0,277307.0,67936.0,18.132029444263548,24.49848002394458
403,8022.0,4.0,4.0,4.0,286074.0,4.4,43.6,1.0,19.9,0.0714285714285714,131137.0,83920.0,3759.0,2.866467892356848,4.479265967588179
404,7956.0,4.0,4.0,4.0,275444.0,6.7,63.6,1.0,15.0,0.0,46736.0,35767.0,9430.0,20.177165354330707,26.365085134341708
405,7932.0,3.0,3.0,3.0,239432.0,1.8,89.6,1.0,16.4,0.0666666666666666,58717.0,29382.0,996.0,1.6962719484987312,3.389830508474576
406,7883.0,4.0,4.0,4.0,236300.0,14.0,46.4,1.0,20.6,0.2857142857142857,18572.0,10277.0,192.0,1.0338143441740255,1.8682494891505304
407,7955.0,4.0,4.0,4.0,259210.0,13.8,53.2,1.0,15.8,0.2741935483870967,81653.0,52377.0,2872.0,3.5173233071656886,5.483322832541001
408,7994.0,5.0,4.0,5.0,270205.0,18.3,59.2,1.0,16.8,0.1061946902654867,221613.0,133337.0,15116.0,6.820899495968197,11.33668824107337
409,7972.0,5.0,4.0,4.0,310836.0,20.3,48.4,1.0,15.3,0.1341463414634146,75412.0,36377.0,544.0,0.7213706041478809,1.495450421969926
410,7936.0,5.0,5.0,5.0,322182.0,13.5,57.1,1.0,13.1,0.0967741935483871,153066.0,42095.0,7020.0,4.586256908784446,16.67656491269747
411,7823.0,2.0,3.0,3.0,271100.0,10.7,39.8,1.0,10.7,0.3636363636363636,45008.0,23928.0,800.0,1.7774617845716316,3.343363423604146
413,9506.0,5.0,4.0,5.0,334100.0,24.2,75.4,1.0,19.6,0.0481099656357388,3928926.0,531883.0,-111883.0,-2.8476738935780412,-21.03526527450586
414,9532.0,5.0,5.0,5.0,319000.0,16.5,87.1,1.0,17.6,0.0714285714285714,1782061.0,871459.0,58940.0,3.307406424359211,6.763370393787889
415,9551.0,4.0,4.0,4.0,277626.0,20.1,71.3,1.0,17.7,0.0,106511.0,51656.0,4801.0,4.5075156556599785,9.294176862319963
416,9005.0,5.0,4.0,5.0,359800.0,17.3,73.0,1.0,15.5,0.1204188481675392,1916245.0,528530.0,20471.0,1.0682871970964047,3.873195466671712
417,9021.0,4.0,5.0,5.0,306869.0,9.1,86.5,1.0,16.5,0.066465256797583,3190533.0,688478.0,-121605.0,-3.8114321337532,-17.662873759219615
418,9065.0,3.0,3.0,3.0,276744.0,25.7,64.0,1.0,14.1,0.3357271095152603,363208.0,160399.0,17352.0,4.777427809960133,10.818022556250352
419,9142.0,3.0,4.0,4.0,261979.0,11.1,77.0,2.0,14.1,0.1476190476190476,805512.0,329993.0,8950.0,1.11109455849199,2.7121787431854614
420,9045.0,3.0,3.0,3.0,334038.0,21.1,61.4,1.0,19.7,0.125,568593.0,165957.0,8462.0,1.48823499409947,5.098911163735184
421,9090.0,2.0,3.0,3.0,346328.0,53.0,67.0,1.0,8.7,0.5116279069767442,69889.0,22249.0,5303.0,7.587746283392237,23.83477909119511
422,9068.0,3.0,3.0,3.0,263000.0,33.9,44.7,1.0,16.4,0.0789473684210526,137203.0,93362.0,7728.0,5.632529900949688,8.277457638011182
423,9064.0,4.0,5.0,4.0,364169.0,25.1,89.5,1.0,14.6,0.2859195402298851,403163.0,310596.0,47168.0,11.699486311987956,15.186287009491428
424,9069.0,4.0,4.0,4.0,413400.0,31.9,57.4,1.0,15.8,0.2335766423357664,277316.0,72237.0,5948.0,2.1448455913109954,8.23400750308014
425,9143.0,4.0,4.0,4.0,337373.0,20.5,58.1,1.0,9.6,0.4848484848484848,615426.0,339359.0,27797.0,4.5167087513364725,8.19103073736073
426,9119.0,4.0,4.0,3.0,325700.0,25.4,39.4,1.0,13.3,0.0,173975.0,75766.0,10328.0,5.9364851271734445,13.631444183406805
427,9101.0,5.0,5.0,5.0,412300.0,20.7,61.9,1.0,14.1,0.0625,1592888.0,678184.0,488220.0,30.649989202002903,71.98931263491913
428,9107.0,5.0,5.0,4.0,345900.0,30.0,50.7,1.0,14.4,0.0,724090.0,272843.0,225959.0,31.20592743995912,82.81649153542513
429,9104.0,5.0,5.0,5.0,505850.0,43.8,37.0,1.0,14.1,0.0769230769230769,1231491.0,418958.0,270004.0,21.924967376943883,64.4465555019835
430,9233.0,4.0,4.0,4.0,377162.0,26.4,43.2,1.0,14.1,0.2068965517241379,29358.0,15538.0,1388.0,4.72784249608284,8.932938602136698
431,9202.0,5.0,5.0,5.0,300000.0,3.9,46.5,1.0,12.5,0.1229946524064171,3157277.0,1256913.0,26940.0,0.8532669132293429,2.1433464368655586
432,9304.0,3.0,3.0,3.0,252042.0,36.0,46.8,1.0,18.2,0.0,97528.0,48189.0,3008.0,3.084242473956197,6.242088443420698
433,9066.0,4.0,4.0,4.0,270660.0,27.1,50.0,1.0,13.3,0.22,98807.0,43368.0,2670.0,2.7022376957098184,6.15661317100166
434,9384.0,3.0,3.0,3.0,276960.0,10.2,43.0,1.0,11.0,0.0,9650.0,7380.0,1787.0,18.51813471502591,24.21409214092141
435,9301.0,3.0,4.0,3.0,339600.0,26.7,52.4,1.0,15.7,0.0425531914893617,505990.0,317611.0,17646.0,3.4874207000138346,5.5558529144141735
436,9302.0,3.0,4.0,3.0,266601.0,21.7,55.9,1.0,14.7,0.1904761904761904,180406.0,44230.0,5644.0,3.1284990521379554,12.760569749039114
437,4307.0,5.0,4.0,4.0,370000.0,33.5,64.1,1.0,14.7,0.0761904761904762,649381.0,306299.0,68246.0,10.50939279098095,22.280843228348772
438,9749.0,4.0,4.0,5.0,270831.0,23.3,67.5,1.0,9.8,0.24375,182506.0,111898.0,9433.0,5.168597196804488,8.42999874886057
439,9432.0,5.0,5.0,5.0,306410.0,18.0,82.9,1.0,18.3,0.0895522388059701,11664291.0,5012166.0,470502.0,4.033695661399394,9.387199067229616
440,8056.0,5.0,5.0,5.0,308624.0,14.8,70.9,1.0,21.0,0.0714285714285714,201024.0,131349.0,20665.0,10.279867080547596,15.732894806964651
441,2327.0,3.0,4.0,3.0,310000.0,11.4,68.5,1.0,12.7,0.0694444444444444,286431.0,169124.0,18079.0,6.31181680753829,10.689789740072372
442,4430.0,2.0,3.0,2.0,299595.0,16.5,81.3,2.0,11.2,0.075,7811.0,4082.0,442.0,5.658686467801818,10.828025477707007
443,8157.0,3.0,3.0,3.0,314000.0,27.2,80.5,1.0,19.7,0.0892857142857142,54523.0,20030.0,2281.0,4.18355556370706,11.387918122815776
444,4768.0,3.0,4.0,3.0,297300.0,15.2,58.9,1.0,17.2,0.2297297297297297,443127.0,268128.0,36087.0,8.143715007210123,13.458870390261367
445,9470.0,3.0,4.0,3.0,284517.0,21.9,58.0,1.0,20.7,0.0869565217391304,78550.0,36774.0,60.0,0.07638446849140675,0.16315875346712352
446,3857.0,3.0,3.0,3.0,426643.0,12.4,54.8,1.0,10.8,0.1323529411764706,25610.0,16264.0,1380.0,5.388520109332292,8.484997540580423
447,9441.0,3.0,3.0,3.0,285921.0,24.2,44.3,1.0,5.3,0.2840909090909091,41945.0,27713.0,3146.0,7.5002980092978895,11.352073034316025
448,4728.0,3.0,3.0,3.0,323977.0,20.6,62.9,1.0,8.1,0.1481481481481481,6867.0,5827.0,236.0,3.4367263725061887,4.050111549682513
449,3762.0,3.0,3.0,2.0,319375.0,20.1,45.1,1.0,8.2,0.0625,36999.0,12478.0,1739.0,4.7001270304602825,13.936528289790031
450,3738.0,3.0,3.0,4.0,275500.0,18.4,69.9,1.0,10.5,0.3364485981308411,170068.0,64688.0,9590.0,5.638920902227344,14.825006183527083
451,9434.0,4.0,5.0,5.0,310699.0,27.2,61.8,1.0,12.7,0.215,5155971.0,856104.0,364219.0,7.064023440007712,42.54377972769664
452,3826.0,3.0,3.0,3.0,285348.0,20.7,65.2,1.0,6.7,0.2857142857142857,3580.0,2714.0,391.0,10.921787709497206,14.40677966101695
453,2317.0,3.0,3.0,3.0,315175.0,13.5,62.1,1.0,6.8,0.2716763005780346,39797.0,27684.0,5566.0,13.985978842626329,20.105476087270628
454,9692.0,3.0,4.0,4.0,272000.0,17.1,70.5,1.0,16.6,0.1818181818181818,36780.0,29531.0,2583.0,7.022838499184339,8.746740713148894
455,3744.0,3.0,3.0,3.0,370278.0,17.5,58.2,1.0,1.7,0.25,2903.0,1867.0,310.0,10.678608336203926,16.604177825388327
456,2307.0,2.0,3.0,3.0,285667.0,22.2,66.1,1.0,12.1,0.1428571428571428,6109.0,3943.0,640.0,10.476346374201997,16.231295967537406
457,2332.0,3.0,3.0,3.0,245000.0,18.3,56.8,1.0,12.4,0.2368421052631578,7700.0,5666.0,690.0,8.96103896103896,12.177903282739146
458,3799.0,4.0,4.0,4.0,269460.0,22.1,58.0,1.0,17.6,0.2580645161290322,8090.0,4120.0,165.0,2.03955500618047,4.0048543689320395
459,3987.0,2.0,2.0,2.0,319000.0,1.1,69.2,1.0,3.5,0.0,1768.0,1088.0,25.0,1.414027149321267,2.297794117647059
460,7860.0,3.0,3.0,3.0,387741.0,20.0,53.7,1.0,12.8,0.05,70033.0,45759.0,-1920.0,-2.741564690931418,-4.195895889333246
461,4825.0,3.0,4.0,3.0,410900.0,12.0,42.1,1.0,10.0,0.2307692307692307,18117.0,16095.0,2339.0,12.910526025280122,14.532463497980737
462,4769.0,3.0,2.0,2.0,325845.0,18.0,82.8,1.0,13.4,0.1142857142857142,7557.0,5569.0,546.0,7.2250893211591904,9.804273657748249
463,4326.0,3.0,4.0,3.0,307157.0,21.4,47.3,1.0,16.7,0.1034482758620689,22701.0,17476.0,1722.0,7.585568917668825,9.853513389791715
464,9600.0,3.0,3.0,3.0,249822.0,11.6,61.2,1.0,16.7,0.2727272727272727,31481.0,15332.0,1421.0,4.513833740986627,9.268197234542134
465,3660.0,1.0,3.0,3.0,360420.0,13.4,55.6,1.0,3.9,0.4736842105263157,19988.0,6115.0,517.0,2.586551931158695,8.454619787408014
466,9753.0,3.0,3.0,3.0,413589.0,12.5,71.2,1.0,14.1,0.2337662337662337,11209.0,6266.0,848.0,7.565349272905701,13.533354612192786
467,9702.0,3.0,3.0,3.0,277609.0,20.2,63.5,1.0,12.9,0.3478260869565217,11075.0,8896.0,989.0,8.930022573363432,11.117356115107913
468,4689.0,4.0,5.0,5.0,376433.0,19.0,60.9,1.0,6.5,0.1923076923076923,3547698.0,2322499.0,55758.0,1.5716670359201939,2.4007760606140196
469,3626.0,4.0,5.0,5.0,310166.0,17.9,66.7,1.0,14.7,0.1455399061032863,396315.0,242920.0,33563.0,8.468768530083393,13.81648279268895
470,9719.0,4.0,4.0,5.0,412208.0,20.6,88.7,1.0,18.4,0.0257510729613733,373358.0,234615.0,29195.0,7.819572635379449,12.443790891460479
471,3839.0,3.0,3.0,2.0,257000.0,20.0,55.0,1.0,13.6,0.0,7949.0,5771.0,204.0,2.5663605484966663,3.534915959105874
472,9613.0,4.0,5.0,5.0,283460.0,25.4,80.5,1.0,14.8,0.0430622009569378,2354049.0,1164220.0,152051.0,6.459126381821278,13.06033223961107
473,9739.0,3.0,3.0,3.0,277333.0,19.5,60.0,1.0,14.4,0.2564102564102564,35757.0,25980.0,3380.0,9.452694577285566,13.010007698229407
474,1973.0,5.0,5.0,5.0,292965.0,22.3,60.0,1.0,16.8,0.1752577319587628,220703.0,127197.0,15804.0,7.160754498126441,12.424821340125947
475,9433.0,5.0,5.0,5.0,311826.0,19.5,73.9,1.0,17.6,0.0418118466898954,5966580.0,4113639.0,561015.0,9.40262260792615,13.637924961329858
476,4832.0,3.0,3.0,3.0,277017.0,22.2,64.5,2.0,19.0,0.1,38385.0,21822.0,3540.0,9.222352481438062,16.222161121803687
477,9889.0,3.0,4.0,4.0,325700.0,12.5,56.2,1.0,17.7,0.396551724137931,25256.0,11861.0,1436.0,5.685777636997149,12.106904982716465
478,4709.0,3.0,4.0,4.0,258431.0,10.1,83.5,1.0,14.9,0.391304347826087,11074.0,8410.0,1070.0,9.662271988441393,12.72294887039239
480,9682.0,4.0,3.0,3.0,273041.0,21.8,68.9,1.0,14.6,0.1603053435114503,68055.0,57306.0,6594.0,9.689221952832268,11.506648518479741
482,8015.0,5.0,5.0,5.0,355172.0,18.0,52.9,1.0,16.7,0.1285714285714285,2679390.0,894342.0,196642.0,7.339058517050523,21.987338177117927
483,8084.0,4.0,3.0,3.0,261750.0,12.9,62.6,1.0,17.5,0.2,129610.0,65745.0,4271.0,3.2952704266646093,6.496311506578448
484,3153.0,4.0,5.0,4.0,313194.0,15.5,65.8,1.0,18.0,0.4074074074074074,37920.0,18850.0,1192.0,3.143459915611815,6.323607427055703
485,7433.0,4.0,3.0,4.0,371130.0,6.8,61.6,1.0,13.8,0.0769230769230769,109818.0,48078.0,4154.0,3.7826221566591998,8.64012646116727
486,8032.0,3.0,4.0,3.0,361154.0,25.0,67.7,1.0,18.8,0.1111111111111111,230783.0,71487.0,2369.0,1.0265054185100289,3.3138892386028225
487,9902.0,3.0,3.0,3.0,269811.0,6.3,57.3,1.0,12.5,0.2419354838709677,118658.0,82301.0,4020.0,3.38788787945187,4.884509301223558
488,2760.0,3.0,3.0,3.0,308973.0,15.0,57.6,1.0,13.4,0.2272727272727272,93693.0,25037.0,3185.0,3.399400168635864,12.721172664456603
489,9960.0,3.0,3.0,3.0,309827.0,21.4,53.0,1.0,11.7,0.1111111111111111,70609.0,32901.0,3776.0,5.347760200541007,11.476854806844777
490,8012.0,4.0,4.0,4.0,455278.0,17.2,54.2,1.0,14.8,0.0789473684210526,485028.0,204850.0,12981.0,2.67634033499097,6.336831828166951
491,8145.0,2.0,2.0,3.0,271500.0,22.0,32.9,1.0,21.8,0.5,14549.0,12208.0,316.0,2.171970582170596,2.5884665792922674
492,7458.0,3.0,4.0,3.0,288494.0,11.0,49.5,1.0,11.4,0.2558139534883721,140877.0,54779.0,3139.0,2.22818487048986,5.73029810693879
493,2768.0,5.0,5.0,4.0,438600.0,20.6,64.4,1.0,15.4,0.0583333333333333,1683267.0,460636.0,50389.0,2.9935239032191565,10.939006069868617
494,3004.0,3.0,3.0,3.0,304138.0,4.2,49.7,1.0,14.1,0.2222222222222222,24231.0,3559.0,725.0,2.9920349964920967,20.370890699634728
495,8053.0,5.0,5.0,5.0,502000.0,12.8,64.8,1.0,18.1,0.0185185185185185,4702441.0,1204967.0,287902.0,6.122394730736653,23.892936487057323
496,8051.0,4.0,4.0,4.0,397055.0,22.6,57.6,1.0,13.5,0.2474226804123711,243376.0,90721.0,10740.0,4.412924857011373,11.838493843762746
497,8058.0,5.0,5.0,4.0,475570.0,27.2,54.8,1.0,18.4,0.0467836257309941,8326745.0,2969320.0,402624.0,4.835310796715884,13.559468161060446
498,8031.0,5.0,5.0,5.0,479824.0,6.4,60.0,1.0,18.2,0.0379746835443038,7481222.0,2189802.0,339049.0,4.532000253434532,15.483089338670803
499,8078.0,4.0,3.0,3.0,355068.0,23.8,60.2,1.0,12.5,0.18,1587268.0,200821.0,30788.0,1.9396850437355253,15.331065974176008
500,8020.0,3.0,4.0,4.0,408382.0,18.1,62.4,1.0,13.8,0.0681818181818181,311255.0,102646.0,8582.0,2.757224783537614,8.360773922023263
501,8088.0,4.0,3.0,4.0,367500.0,7.8,54.6,1.0,15.5,0.078125,386759.0,191701.0,25207.0,6.517495391186761,13.149122852775937
502,7537.0,3.0,4.0,4.0,317300.0,19.4,57.8,1.0,15.5,0.16,117464.0,30553.0,3277.0,2.789790914663216,10.72562432494354
503,9869.0,3.0,3.0,3.0,301248.0,14.6,57.8,2.0,15.4,0.175,331526.0,126405.0,10417.0,3.142136664997617,8.240971480558521
505,7485.0,4.0,4.0,5.0,393545.0,13.0,47.7,1.0,12.8,0.1034482758620689,444333.0,202737.0,13069.0,2.9412625215772854,6.446282622313639
506,7443.0,3.0,2.0,2.0,258330.0,21.5,39.2,1.0,22.3,1.0,4625.0,2129.0,11.0,0.23783783783783785,0.5166744950681071
507,8098.0,3.0,4.0,3.0,365485.0,14.2,48.7,1.0,13.6,0.1111111111111111,209179.0,100161.0,12866.0,6.1507130256861355,12.845319036351475
508,8001.0,5.0,5.0,5.0,450000.0,11.6,52.6,1.0,17.9,0.0364963503649635,3659443.0,1186810.0,450423.0,12.308512524993558,37.952410242583056
509,8133.0,4.0,4.0,4.0,349926.0,9.6,83.0,1.0,13.5,0.0416666666666666,260250.0,92915.0,5071.0,1.9485110470701248,5.457676370876607
510,8074.0,3.0,3.0,4.0,378000.0,15.7,52.1,1.0,12.3,0.1076923076923077,226864.0,74685.0,6504.0,2.866915861485295,8.708576019280981
511,9837.0,3.0,3.0,3.0,284490.0,6.7,50.6,1.0,10.6,0.0909090909090909,35248.0,30985.0,34.0,0.0964593735814798,0.10973051476520898
512,8153.0,4.0,5.0,4.0,266273.0,14.4,56.4,1.0,16.7,0.3333333333333333,56552.0,41680.0,2375.0,4.199674635733484,5.698176583493282
514,8228.0,3.0,3.0,3.0,265141.0,26.1,48.1,1.0,16.2,0.2,44548.0,20394.0,4.0,0.008979078746520607,0.019613611846621557
515,8275.0,3.0,3.0,3.0,530148.0,3.8,63.9,1.0,10.4,0.48,21938.0,15081.0,1364.0,6.217522107758228,9.044493070751276
516,7552.0,3.0,3.0,3.0,350138.0,13.3,59.3,2.0,14.3,0.1666666666666666,61318.0,32910.0,1890.0,3.082292312208487,5.742935278030994
517,8085.0,3.0,3.0,3.0,268000.0,4.4,60.7,1.0,16.1,0.25,35376.0,14540.0,1209.0,3.4175712347354135,8.314993122420908
518,9830.0,4.0,4.0,4.0,282631.0,11.3,67.6,1.0,13.6,0.2457627118644068,223316.0,143116.0,11628.0,5.2069712873237926,8.124877721568517
519,8142.0,3.0,4.0,4.0,244970.0,3.6,48.9,1.0,16.5,0.296875,69480.0,20397.0,593.0,0.853483016695452,2.90729028778742
521,8043.0,3.0,3.0,3.0,399618.0,28.8,36.5,1.0,12.8,0.32,131342.0,50413.0,3720.0,2.832300406572155,7.379049054807292
522,7482.0,3.0,3.0,3.0,265000.0,9.2,66.8,1.0,15.2,0.1470588235294117,36363.0,31438.0,30.0,0.08250144377526607,0.09542591767924168
523,8132.0,3.0,4.0,4.0,342500.0,15.9,48.8,1.0,10.0,0.2142857142857142,33546.0,24234.0,1037.0,3.0912776486019196,4.279111991417017
524,8130.0,4.0,4.0,4.0,261000.0,22.1,66.5,1.0,15.8,0.081081081081081,133492.0,86399.0,-1436.0,-1.075719893326941,-1.6620562737994653
525,3024.0,2.0,3.0,2.0,296100.0,20.5,51.7,1.0,14.8,0.5454545454545454,13952.0,4036.0,97.0,0.6952408256880734,2.4033696729435086
526,8081.0,3.0,4.0,3.0,327305.0,12.9,47.8,1.0,17.6,0.0,71731.0,40643.0,1830.0,2.551198226708118,4.502620377432768
527,9832.0,3.0,3.0,3.0,306506.0,5.5,62.2,1.0,16.1,0.2222222222222222,156385.0,113914.0,5779.0,3.695367202736835,5.073125340168899
528,7624.0,3.0,3.0,2.0,270667.0,13.1,37.7,1.0,17.8,0.0833333333333333,17041.0,12101.0,428.0,2.5115896954404087,3.5368977770432193
529,8101.0,3.0,3.0,2.0,275533.0,7.8,63.0,1.0,16.0,0.2307692307692307,41721.0,18140.0,2171.0,5.2036144867093315,11.968026460859978
530,7453.0,3.0,5.0,4.0,248684.0,14.0,45.3,1.0,7.3,0.35,278093.0,200463.0,17892.0,6.433818902309659,8.9253378428937
531,8276.0,4.0,3.0,4.0,281990.0,11.6,70.9,1.0,17.7,0.3903743315508021,269920.0,156147.0,9965.0,3.6918346176644934,6.381806887099977
532,3192.0,3.0,3.0,3.0,246067.0,12.9,69.4,1.0,5.7,0.0,6484.0,2136.0,-223.0,-3.4392350400987044,-10.440074906367041
533,2702.0,3.0,3.0,4.0,349843.0,18.7,49.6,1.0,13.2,0.3661971830985915,147649.0,140044.0,4622.0,3.1303970903968192,3.300391305589672
534,9846.0,2.0,3.0,3.0,233433.0,3.7,44.1,1.0,17.6,0.5,42251.0,21243.0,981.0,2.3218385363660032,4.617991809066516
535,8219.0,4.0,4.0,3.0,238154.0,17.3,71.5,1.0,13.0,0.3035714285714285,232947.0,143726.0,1868.0,0.8018991444405809,1.2996952534684052
536,3099.0,4.0,5.0,5.0,310320.0,4.5,63.3,1.0,20.9,0.2043478260869565,743130.0,450193.0,10400.0,1.3994859580423344,2.3101203261712198
537,8233.0,4.0,4.0,4.0,286913.0,4.1,53.7,1.0,24.1,0.1168831168831168,812394.0,233154.0,6949.0,0.8553731317562661,2.9804335332012317
539,8252.0,4.0,5.0,5.0,303132.0,3.9,57.5,1.0,15.8,0.125,826510.0,229052.0,66649.0,8.06390727274927,29.09775946073381
540,9936.0,3.0,3.0,3.0,334354.0,28.5,44.1,1.0,10.5,0.375,88975.0,58703.0,8813.0,9.90502950266929,15.012861352912116
541,7522.0,5.0,3.0,3.0,281098.0,26.1,30.3,1.0,6.9,0.6785714285714286,52898.0,15786.0,-2602.0,-4.918900525539717,-16.48295958444191
542,8167.0,3.0,3.0,3.0,260355.0,14.0,45.1,1.0,15.0,0.4285714285714285,44898.0,40553.0,1403.0,3.1248607955810948,3.4596700614011295
543,7606.0,3.0,3.0,3.0,248762.0,7.6,58.5,1.0,7.8,0.3004484304932735,55283.0,29456.0,-684.0,-1.2372700468498454,-2.322107550244432
544,8190.0,3.0,3.0,3.0,239571.0,21.3,49.7,1.0,22.3,0.5263157894736842,38740.0,15951.0,773.0,1.9953536396489415,4.8460911541596134
545,9831.0,3.0,5.0,4.0,277411.0,10.9,48.0,1.0,13.8,0.4022988505747126,612606.0,253754.0,38919.0,6.353022987042242,15.337295175642552
546,9993.0,3.0,3.0,3.0,306011.0,5.1,34.2,2.0,18.4,0.1666666666666666,43348.0,26230.0,289.0,0.6666974254867584,1.1017918414029737
547,9946.0,3.0,3.0,3.0,276643.0,13.8,36.0,1.0,15.3,0.5348837209302325,93535.0,31502.0,-3184.0,-3.4040733415299083,-10.107294774934925
548,7506.0,2.0,2.0,3.0,255500.0,1.5,59.2,1.0,8.1,1.0,8938.0,5325.0,103.0,1.152383083463862,1.9342723004694835
549,2674.0,3.0,2.0,3.0,324164.0,11.2,42.7,1.0,9.5,0.4166666666666667,16778.0,13616.0,789.0,4.7025867207056855,5.794653349001175
